Year  Day  Hour  Min  BzG     SPE    Den    Ey     AE    SYMh  
2017  238  10    30   0.27    328.9  4.78   -0.09  56    -7    
2017  238  10    35   0.02    329.9  4.46   0      71    -7    
2017  238  10    40   -0.04   331.4  4.48   0.01   54    -6    
2017  238  10    45   -0.32   333.9  4.46   NaN    54    -6    
2017  238  10    50   -0.08   330.7  4.81   0.04   54    -6    
2017  238  10    55   -0.37   328.8  4.81   0.11   55    -5    
2017  238  11    0    -0.21   328.9  5.12   0.07   51    -5    
2017  238  11    5    -0.13   325.8  5.04   0.01   51    -6    
2017  238  11    10   -0.21   329.2  5.28   0.07   52    -6    
2017  238  11    15   -0.7    334    5.93   0.24   48    -6    
2017  238  11    20   -0.83   335.8  5.81   0.29   50    -6    
2017  238  11    25   -0.89   335.5  6.1    0.28   53    -6    
2017  238  11    30   -0.88   338.7  5.32   0.31   52    -6    
2017  238  11    35   -0.67   335.7  6.04   0.22   47    -6    
2017  238  11    40   -0.76   340.5  5.99   0.26   53    -6    
2017  238  11    45   -0.78   336.5  6.14   0.26   51    -6    
2017  238  11    50   -0.67   334.6  6.25   0.23   48    -6    
2017  238  11    55   -0.41   335.2  6.29   0.14   49    -6    
2017  238  12    0    -0.43   335.7  6.2    0.15   51    -6    
2017  238  12    5    -0.52   333.3  6.42   0.18   54    -6    
2017  238  12    10   -0.58   332    6.09   0.19   50    -6    
2017  238  12    15   -0.98   329.4  6.1    0.3    54    -7    
2017  238  12    20   -0.69   331.7  6.08   0.26   52    -7    
2017  238  12    25   -0.65   331    5.81   0.21   52    -7    
2017  238  12    30   -0.57   334.4  6.25   0.18   50    -7    
2017  238  12    35   -0.71   330.8  6.05   0.23   55    -7    
2017  238  12    40   -0.64   332.6  6.25   0.22   53    -7    
2017  238  12    45   -1.03   330.6  5.92   0.36   53    -6    
2017  238  12    50   -1.18   330.5  6.08   0.38   65    -6    
2017  238  12    55   -1.53   332.6  6.13   0.51   72    -5    
2017  238  13    0    -1.58   331.6  6.45   0.53   69    -5    
2017  238  13    5    -1.53   335.2  6.14   0.51   69    -5    
2017  238  13    10   -1.38   332.9  6.02   0.46   80    -5    
2017  238  13    15   -1.45   332.5  6.28   0.48   NaN   -6    
2017  238  13    20   -1.28   331.8  5.71   0.43   122   -6    
2017  238  13    25   -1.24   333    6.08   0.39   116   -7    
2017  238  13    30   -1.56   335.6  6.45   0.52   101   -7    
2017  238  13    35   -1.07   338.3  6.28   0.36   88    -7    
2017  238  13    40   -1.13   343.3  5.27   0.39   71    -7    
2017  238  13    45   -0.94   340.6  5.55   0.32   83    -7    
2017  238  13    50   -0.94   340.8  5.7    0.32   NaN   -8    
2017  238  13    55   -0.28   341.4  5.87   NaN    96    -8    
2017  238  14    0    -0.59   337.9  5.49   0.23   96    -9    
2017  238  14    5    0.54    339.7  5.15   -0.15  96    -9    
2017  238  14    10   0.01    339.6  5.06   0      98    -10   
2017  238  14    15   0.27    342    4.59   -0.08  NaN   -10   
2017  238  14    20   -0.19   339    4.76   0.06   83    -10   
2017  238  14    25   -0.2    342.8  4.23   0.05   70    -9    
2017  238  14    30   -0.56   344.4  4.97   0.21   61    -9    
2017  238  14    35   -1.35   344.3  5.7    0.47   47    -9    
2017  238  14    40   -1.75   344    5.38   0.59   53    -9    
2017  238  14    45   -2.56   349.1  5.4    0.89   42    -9    
2017  238  14    50   -2.96   350.4  5.62   1.04   42    -9    
2017  238  14    55   -1.89   350.8  5.71   0.56   123   -9    
2017  238  15    0    0.76    351    5.09   -0.24  142   -10   
2017  238  15    5    1.33    352.9  4.83   -0.47  143   -10   
2017  238  15    10   1.11    353.1  5.29   -0.39  165   -10   
2017  238  15    15   NaN     346.9  4.68   -0.34  243   -10   
2017  238  15    20   1.7     348.9  5.04   -0.59  317   -9    
2017  238  15    25   2.45    351.4  4.95   -0.86  310   -10   
2017  238  15    30   2.27    351.5  4.5    -0.8   252   -10   
2017  238  15    35   2.3     351.8  4.54   -0.81  195   -10   
2017  238  15    40   3.19    342.6  4.74   -1.09  136   -10   
2017  238  15    45   3.22    341.7  5.25   -1.09  NaN   -10   
2017  238  15    50   3.63    347.3  5.28   -1.26  79    -9    
2017  238  15    55   3.54    349.1  4.96   -1.24  97    -9    
2017  238  16    0    3.25    347.8  5.58   -1.13  52    -9    
2017  238  16    5    3.48    347.2  5.73   -1.21  62    -9    
2017  238  16    10   3.14    347.4  5.94   -1.1   67    -9    
2017  238  16    15   3.28    347.2  5.83   -1.14  48    -9    
2017  238  16    20   3.22    347.1  5.78   -1.11  38    -9    
2017  238  16    25   3.18    347.2  5.8    -1.1   36    -9    
2017  238  16    30   3.24    346.9  5.85   -1.12  36    -9    
2017  238  16    35   3.31    347.5  5.95   -1.15  38    -9    
2017  238  16    40   3.37    346.9  5.7    -1.17  35    -9    
2017  238  16    45   3.28    346.3  5.9    -1.14  36    -9    
2017  238  16    50   3.42    349    5.7    -1.19  68    -10   
2017  238  16    55   3.23    350.6  5.7    -1.13  73    -9    
2017  238  17    0    3.46    351.3  6.12   -1.22  46    -9    
2017  238  17    5    0.61    348.2  5.69   -0.21  51    -9    
2017  238  17    10   -1.16   344.2  5.51   0.5    57    -11   
2017  238  17    15   -3.27   350.1  4.44   1.15   29    -14   
2017  238  17    20   -2.93   349.8  3.13   1.03   25    -16   
2017  238  17    25   -2.88   344.2  2.48   NaN    40    -17   
2017  238  17    30   -3.04   348.9  3.13   1.06   79    -17   
2017  238  17    35   -2.64   344.2  2.15   0.96   53    -17   
2017  238  17    40   -2.37   347.9  2.28   0.81   51    -17   
2017  238  17    45   -2.09   350.8  2.61   0.73   63    -16   
2017  238  17    50   -0.84   361.2  3.59   0.3    63    -16   
2017  238  17    55   -0.93   356.1  3.73   0.35   91    -13   
2017  238  18    0    -1.29   353.6  4.04   0.47   100   -11   
2017  238  18    5    0.69    373    2.98   -0.09  117   -12   
2017  238  18    10   -1.03   350.9  3.09   0.4    88    -14   
2017  238  18    15   -0.77   360.2  3.94   0.28   65    -15   
2017  238  18    20   -0.87   361.6  3.71   0.36   59    -16   
2017  238  18    25   -1.12   350.9  2.61   0.39   44    -16   
2017  238  18    30   -1.89   342.1  2.46   0.64   44    -16   
2017  238  18    35   -1.27   337.6  2.23   0.52   47    -16   
2017  238  18    40   -0.02   346.7  2.36   0.01   54    -15   
2017  238  18    45   0       346.1  1.75   NaN    57    -15   
2017  238  18    50   -1.58   333.9  1.77   0.53   62    -16   
2017  238  18    55   -1.88   342.1  1.65   0.64   57    -16   
2017  238  19    0    -2.63   335.9  1.56   0.7    60    -15   
2017  238  19    5    -2.4    346.4  1.88   0.84   51    -16   
2017  238  19    10   -2.24   NaN    NaN    NaN    44    -15   
2017  238  19    15   -2.14   346.6  1.93   0.66   51    -14   
2017  238  19    20   -1.52   339.1  1.94   0.46   56    -14   
2017  238  19    25   -1.74   348    1.79   0.67   109   -14   
2017  238  19    30   -1.38   349.5  2.15   0.48   145   -14   
2017  238  19    35   0.56    353.8  1.93   -0.21  187   -12   
2017  238  19    40   -0.22   352.5  2.14   0.08   121   -11   
2017  238  19    45   -0.93   352.8  2.05   0.33   108   -11   
2017  238  19    50   -0.93   353.6  2.12   0.33   126   -12   
2017  238  19    55   -0.62   355.2  1.79   0.22   125   -12   
2017  238  20    0    0.55    355.1  1.88   -0.2   158   -12   
2017  238  20    5    0.52    351.6  1.82   -0.18  191   -12   
2017  238  20    10   0.45    353    1.73   -0.16  201   -12   
2017  238  20    15   0.72    357.9  1.79   -0.26  191   -11   
2017  238  20    20   0.73    360.2  1.7    -0.24  164   -11   
2017  238  20    25   0.65    359.7  1.53   -0.23  186   -10   
2017  238  20    30   0.58    353.1  1.84   -0.2   176   -10   
2017  238  20    35   0.28    350.8  1.83   -0.09  160   -9    
2017  238  20    40   -0.76   346.4  1.94   0.17   121   -9    
2017  238  20    45   -1.23   339.8  1.93   0.42   NaN   -9    
2017  238  20    50   -1.05   341.5  1.9    0.33   72    -9    
2017  238  20    55   -0.6    346    2.1    0.16   54    -8    
2017  238  21    0    -0.89   351.7  2.33   0.31   55    -8    
2017  238  21    5    -1.2    340.8  2.23   0.46   66    -7    
2017  238  21    10   -1.6    335.1  1.95   0.56   69    -7    
2017  238  21    15   -1.3    335.6  1.94   0.46   70    -7    
2017  238  21    20   -1.69   339.2  1.88   0.57   61    -7    
2017  238  21    25   -1.74   339.4  1.89   0.6    52    -7    
2017  238  21    30   -1.54   336.8  1.85   0.55   42    -7    
2017  238  21    35   -1.77   331.1  1.86   0.63   41    -7    
2017  238  21    40   -1.41   330.3  1.87   0.47   45    -6    
2017  238  21    45   -1.64   319.8  1.89   0.38   49    -6    
2017  238  21    50   -1.58   326.3  2.09   0.52   51    -5    
2017  238  21    55   -0.71   325.3  2.11   0.24   55    -5    
2017  238  22    0    0.68    334.7  1.63   -0.23  85    -6    
2017  238  22    5    0.25    331.4  1.76   -0.08  93    -7    
2017  238  22    10   0.17    332.2  1.73   -0.06  89    -7    
2017  238  22    15   -0.54   341.3  2.08   0.18   64    -7    
2017  238  22    20   -0.72   351.9  2.1    0.25   46    -6    
2017  238  22    25   0.34    350.5  2.35   -0.12  48    -5    
2017  238  22    30   -0.07   347.3  2.45   0.02   50    -4    
2017  238  22    35   0.45    348.7  2.83   -0.16  54    -4    
2017  238  22    40   0.88    348.1  2.82   -0.32  57    -4    
2017  238  22    45   0.91    341.7  3.3    -0.31  77    -3    
2017  238  22    50   2.53    342.1  3.02   -0.86  65    -5    
2017  238  22    55   3.04    337.7  3.25   -0.9   58    -5    
2017  238  23    0    2.76    326.1  3.68   -0.9   49    -5    
2017  238  23    5    2.73    323.6  3.11   -0.9   50    -5    
2017  238  23    10   2.68    340.5  2.98   -0.98  46    -4    
2017  238  23    15   2.8     320.7  3.74   -0.9   44    -4    
2017  238  23    20   2.54    320.2  3.63   -0.82  40    -4    
2017  238  23    25   2.85    315.4  3.26   -0.59  33    -4    
2017  238  23    30   1.44    NaN    NaN    NaN    37    -5    
2017  238  23    35   -0.56   314.6  3.78   0.18   33    -6    
2017  238  23    40   -0.37   316.8  3.43   0.21   33    -6    
2017  238  23    45   -2.49   352.1  3.34   0.88   34    -7    
2017  238  23    50   -2.59   366.9  3.33   0.8    36    -7    
2017  238  23    55   -0.85   344.6  3.08   0.19   35    -7    
2017  239  0     0    1.11    339.3  3.91   -0.5   35    -7    
2017  239  0     5    0.55    339.3  3.91   0.57   37    -7    
2017  239  0     10   0.8     313.4  3.08   -0.31  39    -7    
2017  239  0     15   2.1     325.2  3.36   -0.64  39    -7    
2017  239  0     20   1.15    319.5  3.65   0.01   33    -7    
2017  239  0     25   0.55    317.6  4.01   -0.23  37    -6    
2017  239  0     30   -1.06   328    3.9    0.2    41    -6    
2017  239  0     35   -0.71   316.9  3.28   0.21   43    -7    
2017  239  0     40   -1.78   349    3.28   0.62   41    -6    
2017  239  0     45   -1.89   340.8  3.58   0.64   43    -7    
2017  239  0     50   -2.18   336.5  3.55   0.74   47    -7    
2017  239  0     55   -1.24   327.2  3.22   0.41   45    -7    
2017  239  1     0    -2.18   326.6  3.57   0.71   42    -6    
2017  239  1     5    -2.25   333.3  3.51   0.75   43    -6    
2017  239  1     10   -2.6    346.3  3.58   NaN    46    -6    
2017  239  1     15   -2.32   344    3.73   0.8    54    -5    
2017  239  1     20   -1.93   355.6  4.25   0.7    72    -5    
2017  239  1     25   -1.55   366.6  4.41   0.57   89    -5    
2017  239  1     30   -1.53   366.3  4.41   0.57   97    -5    
2017  239  1     35   0.58    365.1  4.07   -0.21  97    -5    
2017  239  1     40   1.6     367.3  3.97   -0.49  97    -6    
2017  239  1     45   2.58    NaN    NaN    NaN    96    -6    
2017  239  1     50   2.67    366.2  4.04   -0.99  107   -7    
2017  239  1     55   2.61    363.2  3.58   -0.96  156   -8    
2017  239  2     0    2.56    363.2  3.58   -0.94  211   -9    
2017  239  2     5    2.64    NaN    NaN    NaN    252   -11   
2017  239  2     10   2.65    363.2  4.17   -0.95  303   -11   
2017  239  2     15   2.54    NaN    NaN    NaN    303   -11   
2017  239  2     20   2.45    363.8  3.8    -0.94  231   -11   
2017  239  2     25   2.46    NaN    NaN    NaN    195   -11   
2017  239  2     30   2.68    NaN    NaN    NaN    160   -11   
2017  239  2     35   2.42    357.6  3.61   -0.86  126   -11   
2017  239  2     40   1.87    349.5  3.44   -0.59  100   -10   
2017  239  2     45   3.82    357.3  2.99   -1.36  76    -10   
2017  239  2     50   3.37    351.8  3.63   -1.19  61    -10   
2017  239  2     55   2.87    367    3.31   -1.08  55    -10   
2017  239  3     0    3.62    350.5  3.25   -1.27  56    -10   
2017  239  3     5    3.26    351.9  2.74   -1.15  44    -10   
2017  239  3     10   3.15    347.5  3.1    -1.07  40    -10   
2017  239  3     15   3.3     353.1  3.5    -1.17  36    -9    
2017  239  3     20   3.13    349.7  2.98   -1.09  34    -9    
2017  239  3     25   3.33    350.5  2.98   -1.17  31    -8    
2017  239  3     30   2.96    349.7  2.8    -1.03  29    -8    
2017  239  3     35   2.96    347.2  2.98   -1.03  27    -8    
2017  239  3     40   3.05    347.3  2.98   -1.06  31    -8    
2017  239  3     45   2.98    344.3  2.92   -1.03  30    -8    
2017  239  3     50   2.9     340.5  3.03   -0.99  28    -7    
2017  239  3     55   2.87    346.4  2.88   -0.99  29    -7    
2017  239  4     0    2.76    341.2  2.9    -0.94  30    -8    
2017  239  4     5    2.74    340.4  3.07   -0.93  31    -8    
2017  239  4     10   2.71    335.2  3.48   -0.92  28    -8    
2017  239  4     15   2.81    NaN    NaN    NaN    30    -8    
2017  239  4     20   2.81    334.2  3.83   -0.95  32    -8    
2017  239  4     25   2.69    NaN    NaN    NaN    29    -8    
2017  239  4     30   2.69    NaN    NaN    NaN    31    -7    
2017  239  4     35   2.62    NaN    NaN    NaN    28    -7    
2017  239  4     40   2.46    334.5  3.67   -0.79  28    -7    
2017  239  4     45   2.38    NaN    NaN    NaN    29    -8    
2017  239  4     50   2.34    NaN    NaN    NaN    26    -7    
2017  239  4     55   2.42    332.4  3.62   -0.8   25    -7    
2017  239  5     0    2.17    NaN    NaN    NaN    26    -7    
2017  239  5     5    1.94    NaN    NaN    NaN    25    -7    
2017  239  5     10   2.06    347.8  3.67   -0.76  28    -8    
2017  239  5     15   2.23    NaN    NaN    NaN    30    -8    
2017  239  5     20   2.21    338.3  3.15   -0.77  28    -7    
2017  239  5     25   1.7     336.4  3.56   -0.52  29    -8    
2017  239  5     30   1.98    336.7  3.9    -0.67  24    -8    
2017  239  5     35   3.24    337.5  4.63   -1.09  34    -6    
2017  239  5     40   3.78    341.4  4.7    -1.26  38    -5    
2017  239  5     45   4.16    341.7  4.78   -1.43  38    -4    
2017  239  5     50   4.13    339.6  4.91   -1.38  30    -3    
2017  239  5     55   3.66    335.7  5.35   -1.23  32    -4    
2017  239  6     0    2.93    330.2  5.24   -0.97  28    -6    
2017  239  6     5    2.59    337.5  5.04   -0.88  27    -5    
2017  239  6     10   2.36    334.1  4.89   -0.79  30    -5    
2017  239  6     15   2       328.9  4.19   -0.66  36    -7    
2017  239  6     20   2.53    332.3  3.92   -0.84  37    -7    
2017  239  6     25   3.16    317.7  3.45   -1.02  35    -6    
2017  239  6     30   3.26    326.3  3.67   -0.97  36    -6    
2017  239  6     35   2.94    334    3.86   -0.93  34    -7    
2017  239  6     40   2.81    328.2  3.69   -0.92  35    -6    
2017  239  6     45   3.25    326.1  3.74   -1.06  40    -7    
2017  239  6     50   4.82    330.6  3.17   -1.59  42    -9    
2017  239  6     55   5.16    327.6  3.15   -1.69  39    -10   
2017  239  7     0    4.36    326.8  3.02   NaN    38    -10   
2017  239  7     5    4.35    319.7  3.5    -1.38  37    -10   
2017  239  7     10   4.45    NaN    NaN    NaN    36    -11   
2017  239  7     15   4.23    321.9  3.52   -1.32  35    -10   
2017  239  7     20   2.64    NaN    NaN    NaN    35    -9    
2017  239  7     25   2.62    NaN    NaN    NaN    40    -9    
2017  239  7     30   2.63    NaN    NaN    NaN    38    -9    
2017  239  7     35   2.25    311.2  4.18   -0.74  44    -9    
2017  239  7     40   2.97    311.2  4.18   NaN    46    -9    
2017  239  7     45   2.35    317.5  4.75   -0.37  40    -8    
2017  239  7     50   1.38    317.5  4.75   -0.36  35    -9    
2017  239  7     55   0.81    NaN    NaN    NaN    42    -9    
2017  239  8     0    3.46    NaN    NaN    NaN    41    -9    
2017  239  8     5    4.05    NaN    NaN    NaN    38    -8    
2017  239  8     10   4.22    320.3  3.58   -1.37  40    -8    
2017  239  8     15   4.66    319.8  3.29   -1.51  39    -8    
2017  239  8     20   4.7     NaN    NaN    NaN    36    -8    
2017  239  8     25   4.04    320.5  3.15   -0.9   34    -8    
2017  239  8     30   -0.94   327.8  3.97   0.31   34    -8    
2017  239  8     35   -3.98   327.6  4.29   1.3    34    -8    
2017  239  8     40   -4.84   325.6  3.95   1.58   33    -7    
2017  239  8     45   -5.35   322.8  4.61   1.72   31    -7    
2017  239  8     50   -5.78   327.4  4.5    1.89   31    -7    
2017  239  8     55   -5.88   332.9  4.94   1.96   44    -6    
2017  239  NaN   0    -5.83   330.6  4.87   1.93   61    -5    
2017  239  NaN   5    -5.69   334    5.21   1.9    76    -5    
2017  239  NaN   10   -5.09   332.1  4.94   1.69   85    -5    
2017  239  NaN   15   -4.78   327.3  5.34   1.54   96    -5    
2017  239  NaN   20   -4.51   329.6  6.2    1.52   102   -5    
2017  239  NaN   25   -4.31   329.9  6.14   1.4    102   -7    
2017  239  NaN   30   -4.41   334.1  5.97   1.47   114   -7    
2017  239  NaN   35   -4.52   332    5.82   1.5    134   -8    
2017  239  NaN   40   -4.67   330.2  5.68   1.54   149   -9    
2017  239  NaN   45   -4.7    328.1  5.87   1.53   145   -9    
2017  239  NaN   50   -4.76   332.1  6.22   1.58   154   -9    
2017  239  NaN   55   -4.48   332.7  5.8    1.49   161   -10   
2017  239  10    0    -4.67   335.2  5.65   1.57   190   -9    
2017  239  10    5    -1.69   336.8  4.54   0.57   234   -10   
2017  239  10    10   -3.71   337.5  4.52   1.25   270   -12   
2017  239  10    15   -3.74   333.6  4.62   1.25   265   -13   
2017  239  10    20   -3.71   332.2  4.62   1.23   286   -12   
2017  239  10    25   -3.7    333.2  4.51   1.24   319   -12   
2017  239  10    30   -3.66   332.6  4.72   1.21   321   -12   
2017  239  10    35   -3.36   331.4  4.83   1.11   419   -13   
2017  239  10    40   -3.3    333.1  4.72   1.1    471   -13   
2017  239  10    45   0.97    335.2  4.32   -0.32  414   -13   
2017  239  10    50   4.38    316.1  3.29   -1.36  470   -12   
2017  239  10    55   4.61    323.1  3.01   -1.49  518   -14   
2017  239  11    0    4.67    324.9  2.82   -1.52  465   -16   
2017  239  11    5    4.53    321.9  2.77   -1.46  397   -18   
2017  239  11    10   4.1     329.2  2.65   -1.33  313   -18   
2017  239  11    15   NaN     324.3  3.14   -0.28  278   -18   
2017  239  11    20   -0.09   338.7  2.94   -0.16  239   -17   
2017  239  11    25   -1.13   339.6  3.37   0.39   208   -15   
2017  239  11    30   1.69    338.1  3.48   -0.58  157   -14   
2017  239  11    35   1.71    338.9  3.17   -0.44  168   -15   
2017  239  11    40   2.86    339    2.91   -0.97  102   -14   
2017  239  11    45   1.23    337.9  3.42   -0.42  78    -12   
2017  239  11    50   0.7     336.3  3.29   -0.23  65    -11   
2017  239  11    55   -1.23   340.3  3.63   0.42   64    -9    
2017  239  12    0    -1.08   336.4  3.75   0.36   58    -8    
2017  239  12    5    -0.51   338.4  3.77   0.1    70    -7    
2017  239  12    10   2.88    340.5  3.3    -0.98  98    -8    
2017  239  12    15   3.84    NaN    NaN    NaN    105   -8    
2017  239  12    20   3.71    338.1  3.2    -1.25  89    -8    
2017  239  12    25   3.85    339.7  3.27   -1.29  79    -8    
2017  239  12    30   3.65    336.5  4.52   -1.24  58    -7    
2017  239  12    35   3.37    336    3.68   -1.13  48    -6    
2017  239  12    40   2.92    333    3.96   -0.97  45    -5    
2017  239  12    45   2.69    330.1  4.42   -0.89  47    -5    
2017  239  12    50   3.17    331.1  4.12   -1.03  47    -5    
2017  239  12    55   3.56    332.5  3.77   -1.18  48    -4    
2017  239  13    0    3.91    336.7  4.5    -1.29  49    -3    
2017  239  13    5    3.89    335.2  4.82   -1.27  50    -3    
2017  239  13    10   4.23    339.1  4.38   -1.43  49    -3    
2017  239  13    15   3.62    335.6  4.77   -1.22  42    -3    
2017  239  13    20   2.95    335.5  4.9    -0.97  43    -2    
2017  239  13    25   2.83    336.8  4.96   -0.96  46    -2    
2017  239  13    30   3.77    336.1  4.9    -1.33  45    -2    
2017  239  13    35   4.81    333.9  5.16   -1.61  45    -1    
2017  239  13    40   6.23    337.4  4.73   -2.1   43    -1    
2017  239  13    45   7.67    339    4.87   -2.62  45    -1    
2017  239  13    50   7.72    342.4  5.85   -2.64  46    1     
2017  239  13    55   7.74    342.1  5.77   -2.65  45    0     
2017  239  14    0    7.68    340    5.13   -2.62  43    0     
2017  239  14    5    7.55    336.9  5.31   -2.54  36    0     
2017  239  14    10   7.47    333.9  5.28   -2.5   34    -1    
2017  239  14    15   7.27    337.4  5.62   -2.45  45    -1    
2017  239  14    20   1.83    338.4  6.77   -0.62  41    0     
2017  239  14    25   -4.82   342.4  5.3    2      39    1     
2017  239  14    30   -4.6    336.3  5.51   1.51   41    -1    
2017  239  14    35   -5.44   343.5  6.6    1.93   32    0     
2017  239  14    40   -6.67   343.1  6.65   2.29   47    -1    
2017  239  14    45   -7.09   344.1  6.52   2.42   76    0     
2017  239  14    50   -6.5    344.4  7.5    2.24   100   -1    
2017  239  14    55   -6.61   342.6  7.69   2.27   111   -1    
2017  239  15    0    -6.66   341.1  7.63   2.27   127   -2    
2017  239  15    5    -6.9    339.7  7.33   2.34   142   -3    
2017  239  15    10   -6.93   340    7.02   2.35   136   -4    
2017  239  15    15   -6.94   339.9  6.52   2.36   135   -5    
2017  239  15    20   -7.61   345.7  7.31   2.64   140   -6    
2017  239  15    25   -7.32   349.8  6.58   2.58   147   -7    
2017  239  15    30   -7.59   346.1  6.11   2.62   151   -8    
2017  239  15    35   -8.06   345.6  6.16   2.78   149   -9    
2017  239  15    40   -8.06   341.2  5.68   2.75   152   -9    
2017  239  15    45   -6.8    343.1  6.43   2.33   169   -10   
2017  239  15    50   -4.4    345.4  9.29   1.52   207   -10   
2017  239  15    55   -4.03   348.2  9.39   1.41   374   -8    
2017  239  16    0    -4.26   347.5  8.41   1.48   478   -9    
2017  239  16    5    -3.63   343.5  9.82   1.25   493   -10   
2017  239  16    10   -4.44   345.2  9.04   1.54   518   -9    
2017  239  16    15   -4.78   345.2  9.05   1.65   588   -9    
2017  239  16    20   -4.92   344.4  8.75   1.7    608   -9    
2017  239  16    25   -5.43   345.9  9.02   1.88   582   -9    
2017  239  16    30   -5.29   344.9  9.08   1.83   557   -9    
2017  239  16    35   -3.66   347    8.94   1.27   562   -9    
2017  239  16    40   -3.97   345.8  10.03  1.4    550   -10   
2017  239  16    45   -4.59   344.8  7.94   1.57   591   -10   
2017  239  16    50   -4.71   344.3  9.43   1.62   656   -11   
2017  239  16    55   -2.86   345.3  8.02   NaN    520   -11   
2017  239  17    0    -7.39   346.7  5.38   2.56   476   -12   
2017  239  17    5    -6.07   344.2  5.83   2.09   592   -15   
2017  239  17    10   -6.84   345.2  5.91   2.36   512   -15   
2017  239  17    15   -7.07   344.1  5.24   2.43   440   -14   
2017  239  17    20   -7.04   343.3  5.91   2.41   360   -15   
2017  239  17    25   -6.96   346.5  6      2.41   491   -15   
2017  239  17    30   -7.6    346.1  5.67   2.63   502   -16   
2017  239  17    35   -8.08   346.1  5.85   2.8    370   -17   
2017  239  17    40   -8.29   342.5  5.1    2.85   455   -17   
2017  239  17    45   -8.36   343.6  5.15   2.86   493   -18   
2017  239  17    50   -8.57   342.8  4.95   2.94   401   -18   
2017  239  17    55   -8.68   342.2  4.95   2.97   468   -18   
2017  239  18    0    -8.79   342.9  4.93   3.01   486   -19   
2017  239  18    5    -8.85   342.7  4.99   3.03   500   -20   
2017  239  18    10   -8.89   343    4.97   3.05   462   -20   
2017  239  18    15   -8.95   343.2  5.34   3.07   392   -21   
2017  239  18    20   -8.8    344.4  5.47   3.03   416   -23   
2017  239  18    25   -8.9    344.2  5.62   3.07   415   -23   
2017  239  18    30   -7.23   344.2  5.49   2.49   400   -24   
2017  239  18    35   -6.22   341.3  5.3    2.12   634   -25   
2017  239  18    40   -6.23   339.2  5.42   2.1    638   -26   
2017  239  18    45   -6.93   339.4  5.76   2.35   648   -26   
2017  239  18    50   -6.7    339.9  6.17   2.28   770   -27   
2017  239  18    55   -6.8    339.8  5.85   2.33   696   -29   
2017  239  19    0    -6.94   338.4  5.77   2.33   622   -30   
2017  239  19    5    -6.84   338.1  5.16   2.31   628   -30   
2017  239  19    10   -6.83   339    5.08   2.35   634   -31   
2017  239  19    15   -6.92   339    5.08   NaN    694   -31   
2017  239  19    20   -6.84   NaN    NaN    NaN    702   -32   
2017  239  19    25   -6.86   NaN    NaN    NaN    700   -33   
2017  239  19    30   -6.79   338.5  5.41   2.3    747   -33   
2017  239  19    35   -6.76   338.1  5.52   2.29   745   -33   
2017  239  19    40   -6.98   333.9  5.34   2.33   717   -33   
2017  239  19    45   -7.79   336    5.99   2.62   785   -33   
2017  239  19    50   -7.89   335.3  5.75   2.64   765   -33   
2017  239  19    55   -7.83   335.7  5.56   2.63   704   -34   
2017  239  20    0    -7.85   335.4  5.75   2.64   804   -34   
2017  239  20    5    -7.82   331.3  5.89   2.58   737   -34   
2017  239  20    10   -7.88   335    5.64   2.64   586   -35   
2017  239  20    15   -7.6    334.2  5.74   2.54   654   -36   
2017  239  20    20   -7.17   334.4  5.57   2.4    664   -35   
2017  239  20    25   -4.86   339.2  7.45   1.67   687   -34   
2017  239  20    30   -5.01   339.2  8.4    1.7    746   -33   
2017  239  20    35   -5.48   336.7  8.74   1.76   810   -30   
2017  239  20    40   -5.94   NaN    NaN    NaN    729   -29   
2017  239  20    45   -6.16   333    6.82   2.03   697   -32   
2017  239  20    50   -6.2    333.1  7.88   2.08   618   -35   
2017  239  20    55   -6.3    330.2  7.4    2.08   670   -37   
2017  239  21    0    -6.06   332.2  8.01   2.01   762   -39   
2017  239  21    5    -6.33   335.7  7.02   2.12   846   -39   
2017  239  21    10   -5.99   331.1  5.37   1.98   802   -39   
2017  239  21    15   -6.33   333.5  4.65   2.11   708   -43   
2017  239  21    20   -6.57   334.5  4.86   2.2    735   -43   
2017  239  21    25   -6.93   334.3  5.02   2.32   683   -42   
2017  239  21    30   -6.99   329.1  4.96   2.3    661   -41   
2017  239  21    35   -6.78   329.8  4.83   2.24   641   -41   
2017  239  21    40   -6.75   336.9  4.77   2.28   595   -40   
2017  239  21    45   -6.75   340.4  3.99   2.3    564   -40   
2017  239  21    50   -6.61   344    4.24   2.28   521   -41   
2017  239  21    55   -6.31   339.1  4.04   2.14   517   -41   
2017  239  22    0    -5.94   338.7  3.62   2.01   484   -42   
2017  239  22    5    -6.25   337.7  3.66   2.07   515   -40   
2017  239  22    10   -6.47   335.3  3.94   2.17   514   -40   
2017  239  22    15   -6.53   334.8  3.83   2.19   510   -40   
2017  239  22    20   -5.03   325.8  3.95   1.65   458   -40   
2017  239  22    25   -3.26   315.7  3.83   1.03   448   -41   
2017  239  22    30   -0.38   311.8  4.2    0.07   473   -42   
2017  239  22    35   -0.24   308.3  3.97   0.08   478   -42   
2017  239  22    40   1.06    NaN    NaN    NaN    509   -42   
2017  239  22    45   0.33    295.1  3.45   -0.13  459   -42   
2017  239  22    50   -0.31   297.9  3.79   0.14   428   -42   
2017  239  22    55   -0.55   291.4  4.14   0.18   456   -40   
2017  239  23    0    -1.01   296.7  3.57   0.33   520   -40   
