Year  Day  Hour  Min  BzG     SPE    Den    Ey     AE    SYMh  
2017  213  0     0    -0.36   NaN    NaN    NaN    112   11    
2017  213  0     5    -0.08   NaN    NaN    NaN    98    10    
2017  213  0     10   0.05    325.4  10.47  0      100   NaN   
2017  213  0     15   0.21    NaN    NaN    NaN    96    NaN   
2017  213  0     20   -1.29   327.9  10.54  0.46   97    8     
2017  213  0     25   -1.52   330.2  9.87   0.61   89    8     
2017  213  0     30   -1.8    NaN    NaN    NaN    88    8     
2017  213  0     35   -1.65   327.1  10.28  0.61   87    8     
2017  213  0     40   -1.31   325.9  10.07  0.4    84    8     
2017  213  0     45   -0.06   327.6  10.47  0.03   87    8     
2017  213  0     50   -0.93   328    10.44  0.3    93    8     
2017  213  0     55   -1.56   327.4  10.64  0.47   87    8     
2017  213  1     0    -2.2    327.4  10.58  0.72   85    NaN   
2017  213  1     5    -0.37   331    10.37  0.12   87    8     
2017  213  1     10   0.35    332.6  10.85  -0.12  78    NaN   
2017  213  1     15   -0.78   331.7  10.98  0.26   83    NaN   
2017  213  1     20   -0.79   332.8  11.12  0.26   93    10    
2017  213  1     25   -0.78   332.8  11.43  0.26   93    NaN   
2017  213  1     30   -0.51   333.9  10.98  0.17   86    NaN   
2017  213  1     35   -1.15   331.7  12.43  0.39   88    NaN   
2017  213  1     40   -1.54   330.5  11.88  0.51   91    8     
2017  213  1     45   -2.41   332    11.55  0.8    104   8     
2017  213  1     50   -1.75   331.4  11.37  0.58   101   8     
2017  213  1     55   -0.03   334.9  11.66  0.01   98    8     
2017  213  2     0    -0.88   333.5  11.58  0.29   110   7     
2017  213  2     5    -1.57   332    11.41  0.52   112   7     
2017  213  2     10   -1.62   332    11.58  0.54   112   7     
2017  213  2     15   -1.59   331.5  11.2   0.53   109   7     
2017  213  2     20   -1.39   330.9  11.27  0.46   110   7     
2017  213  2     25   -0.84   331.1  11.54  0.28   129   7     
2017  213  2     30   -1.46   328.7  11.17  0.48   161   7     
2017  213  2     35   -1.8    327.4  11.07  0.59   155   7     
2017  213  2     40   -1.8    326.2  10.9   0.58   157   6     
2017  213  2     45   -1.81   325.8  11.14  0.58   150   5     
2017  213  2     50   -1.83   NaN    NaN    NaN    153   5     
2017  213  2     55   -1.87   326    10.86  0.63   161   5     
2017  213  3     0    -1.83   NaN    NaN    NaN    157   4     
2017  213  3     5    -1.94   326.2  11.04  0.64   157   4     
2017  213  3     10   -1.25   325.4  11.08  0.41   158   3     
2017  213  3     15   -0.59   325    11.57  0.19   167   3     
2017  213  3     20   -0.49   324.4  11.94  0.15   179   3     
2017  213  3     25   -0.74   324.1  11.49  0.24   182   2     
2017  213  3     30   -0.69   324.6  11.34  0.22   176   2     
2017  213  3     35   -0.49   324.8  11.29  0.15   165   2     
2017  213  3     40   -0.29   324.7  11.03  NaN    154   1     
2017  213  3     45   -0.58   324.6  11.18  0.19   149   1     
2017  213  3     50   -0.9    324.6  11.17  0.29   152   1     
2017  213  3     55   -0.88   324    11.28  0.29   159   1     
2017  213  4     0    -1.04   322.1  11.87  0.4    166   0     
2017  213  4     5    -1.28   322.3  11.37  0.42   170   -1    
2017  213  4     10   -1.19   322.1  11.15  0.38   186   -1    
2017  213  4     15   -0.05   320.1  11.46  0.01   194   -1    
2017  213  4     20   -0.05   319.1  11.63  0.02   207   -1    
2017  213  4     25   -0.2    318.1  11.74  0.06   192   0     
2017  213  4     30   -0.13   318.1  11.32  0.04   183   0     
2017  213  4     35   -0.19   316    11.65  0.06   172   1     
2017  213  4     40   -0.53   315.8  11.29  0.17   151   2     
2017  213  4     45   -0.16   315.2  11.42  0.05   143   3     
2017  213  4     50   0.27    315.1  11.49  -0.09  136   3     
2017  213  4     55   0.55    315.9  11.72  -0.2   137   3     
2017  213  5     0    -0.05   315.5  11.29  0.01   136   3     
2017  213  5     5    0.04    315    11.43  -0.01  126   3     
2017  213  5     10   -0.34   315.6  11.34  0.12   131   3     
2017  213  5     15   0.06    315.4  11.37  -0.02  123   4     
2017  213  5     20   0.52    314.3  11.13  -0.16  125   5     
2017  213  5     25   0.75    314    11.04  -0.24  118   5     
2017  213  5     30   1.41    313.4  11.49  -0.46  112   6     
2017  213  5     35   1.62    314.4  11.43  -0.52  115   6     
2017  213  5     40   1.25    315.4  11.34  -0.42  109   6     
2017  213  5     45   1.65    317.1  12.77  -0.52  107   5     
2017  213  5     50   NaN     NaN    NaN    NaN    97    5     
2017  213  5     55   0.63    NaN    NaN    NaN    95    5     
2017  213  6     0    0.1     313.8  12.39  0.03   85    5     
2017  213  6     5    0.11    315.6  11.11  -0.06  79    5     
2017  213  6     10   -0.23   316.5  11.7   0.07   71    5     
2017  213  6     15   -0.35   318.1  12.69  0.11   68    6     
2017  213  6     20   -0.6    317.7  13.6   0.2    58    6     
2017  213  6     25   -1.83   318.9  13.85  0.52   61    7     
2017  213  6     30   -1.57   320.7  13.74  0.51   55    10    
2017  213  6     35   -1.41   319.4  13.6   0.45   59    14    
2017  213  6     40   -1.07   314.5  13.93  0.34   61    16    
2017  213  6     45   -0.44   312.8  13.96  0.14   79    16    
2017  213  6     50   -0.41   312.1  14.03  0.13   119   17    
2017  213  6     55   -0.63   313.1  14.23  0.2    128   16    
2017  213  7     0    -1.79   320.6  16.91  0.57   133   15    
2017  213  7     5    -2.2    323.7  18.47  0.71   120   14    
2017  213  7     10   -2.47   324.2  18.95  0.8    120   14    
2017  213  7     15   -2.37   323.9  18.83  0.77   132   13    
2017  213  7     20   -2.03   326    18.64  0.64   120   12    
2017  213  7     25   -2.6    327.2  18.66  0.85   115   13    
2017  213  7     30   -2.91   327.2  18.66  0.88   140   13    
2017  213  7     35   -3.18   325.9  18.69  1      139   13    
2017  213  7     40   -3.34   325.1  18.06  1.08   157   13    
2017  213  7     45   -1.71   321.2  25.42  -1.12  146   13    
2017  213  7     50   2.18    319.8  25.36  -0.67  133   14    
2017  213  7     55   1.82    319.6  23.43  -0.58  127   16    
2017  213  8     0    1.44    317.7  25.54  -0.46  125   17    
2017  213  8     5    0.64    318.6  23.69  -0.17  135   15    
2017  213  8     10   0.72    325.2  29.61  -0.36  149   14    
2017  213  8     15   0.53    329    28.31  -0.17  146   13    
2017  213  8     20   1.24    327.2  27.64  -0.36  181   14    
2017  213  8     25   0.48    323.3  25.93  -0.15  185   14    
2017  213  8     30   1.05    321.6  26.98  -0.34  203   12    
2017  213  8     35   1.27    324.6  25.43  -0.41  209   11    
2017  213  8     40   3.32    330.1  21.7   -1.29  203   6     
2017  213  8     45   2.09    328.2  17.09  -0.76  159   3     
2017  213  8     50   3.96    323.3  21.49  -1.26  122   3     
2017  213  8     55   3.44    336.5  15.32  -1.14  117   5     
2017  213  NaN   0    3.86    329.5  18.55  -1.48  127   6     
2017  213  NaN   5    2.31    334.2  15.74  -0.78  145   8     
2017  213  NaN   10   -2.5    337    14.35  0.85   153   5     
2017  213  NaN   15   -2.51   338.6  11.78  0.85   141   5     
2017  213  NaN   20   -2.33   341.4  9.55   0.79   150   7     
2017  213  NaN   25   -1.75   348.3  9.58   0.61   167   NaN   
2017  213  NaN   30   -1.3    350.5  9.95   0.42   174   NaN   
2017  213  NaN   35   -1.21   349.1  10.05  0.4    177   NaN   
2017  213  NaN   40   -1.03   349.6  9.73   0.38   179   8     
2017  213  NaN   45   -0.73   352.3  9.38   0.16   197   NaN   
2017  213  NaN   50   -0.41   354.7  9.22   0.14   188   7     
2017  213  NaN   55   0.11    353.6  10.16  -0.04  182   6     
2017  213  10    0    -0.67   352.9  10.41  0.24   167   4     
2017  213  10    5    -1.97   353.2  10.79  0.7    152   5     
2017  213  10    10   -1.74   352.4  11.12  0.62   149   6     
2017  213  10    15   -1.39   350.2  10.19  0.49   140   6     
2017  213  10    20   -2.34   352.5  11.1   0.82   148   6     
2017  213  10    25   -2.24   353.9  11.55  0.79   150   7     
2017  213  10    30   NaN     352.1  11.74  NaN    166   7     
2017  213  10    35   -3.99   354.1  10.75  1.41   192   6     
2017  213  10    40   -4.43   357.6  10.6   1.75   198   6     
2017  213  10    45   0.97    352.5  10.91  -0.34  212   6     
2017  213  10    50   -0.43   352.5  11.11  0.15   231   6     
2017  213  10    55   0.05    351.1  10.86  -0.02  210   7     
2017  213  11    0    1.51    350.4  11.37  -0.53  205   6     
2017  213  11    5    0.79    352    11.2   -0.25  201   6     
2017  213  11    10   0.78    354.6  10.37  -0.28  193   6     
2017  213  11    15   1.13    357.8  10.69  -0.42  183   6     
2017  213  11    20   2.11    359.1  11.03  -0.76  196   8     
2017  213  11    25   -0.33   354.1  12.69  0      253   10    
2017  213  11    30   -1.62   353.1  14.18  0.57   352   12    
2017  213  11    35   -1.44   353    14.3   0.43   427   12    
2017  213  11    40   1.38    349    12.74  -0.46  505   10    
2017  213  11    45   -0.05   352.6  13.19  0.02   511   10    
2017  213  11    50   -1.62   356.7  13.41  0.58   418   10    
2017  213  11    55   -1.19   358.6  12.83  0.43   424   11    
2017  213  12    0    -0.85   361.6  12.72  0.28   388   11    
2017  213  12    5    -0.31   362.7  12.64  0.11   322   11    
2017  213  12    10   0.45    362.5  13.53  -0.16  309   10    
2017  213  12    15   0.04    365.7  12.95  -0.02  313   NaN   
2017  213  12    20   1.27    367.3  12.03  -0.47  369   NaN   
2017  213  12    25   1.32    368.3  12.26  -0.48  295   8     
2017  213  12    30   2.9     365.2  11.91  -1.01  271   NaN   
2017  213  12    35   -1.51   365.8  15.3   0.58   252   NaN   
2017  213  12    40   -2.78   368.5  15.34  0.44   257   8     
2017  213  12    45   -0.59   364    14.61  0.21   205   10    
2017  213  12    50   1.7     356.3  11.1   -0.61  182   10    
2017  213  12    55   1.1     355.3  11.8   -0.3   188   NaN   
2017  213  13    0    -0.28   376.8  8.95   0.1    191   6     
2017  213  13    5    0.18    383.7  8.65   -0.07  210   4     
2017  213  13    10   0.44    403.2  8.44   -0.18  193   4     
2017  213  13    15   1.71    415.3  7.81   -0.71  209   4     
2017  213  13    20   1.79    415.4  6.82   -0.75  226   4     
2017  213  13    25   0.44    415.9  7.44   -0.18  219   4     
2017  213  13    30   0.87    417    7.99   -0.36  203   4     
2017  213  13    35   0.88    426.1  6.84   -0.38  172   5     
2017  213  13    40   1.06    426    7.01   -0.48  154   6     
2017  213  13    45   0.74    425.5  7.31   -0.32  187   6     
2017  213  13    50   2.37    417.4  8.1    -0.83  172   8     
2017  213  13    55   3.63    421.7  8.71   -1.53  152   8     
2017  213  14    0    -0.64   426.8  7.52   0.28   134   NaN   
2017  213  14    5    -0.2    429.4  7.89   -0.07  143   NaN   
2017  213  14    10   NaN     429.4  7.89   -0.06  136   10    
2017  213  14    15   -0.27   432.3  7.73   0.07   139   10    
2017  213  14    20   -0.56   424.5  8.38   0.23   145   10    
2017  213  14    25   -0.58   431.2  7.82   0.25   145   10    
2017  213  14    30   -0.48   433.2  7.43   0.23   144   10    
2017  213  14    35   -0.15   434.4  7.79   0.05   130   NaN   
2017  213  14    40   1.04    430    7.31   -0.42  117   NaN   
2017  213  14    45   1.93    427.7  6.81   -0.83  89    8     
2017  213  14    50   2.86    429.6  4.8    -1.23  88    8     
2017  213  14    55   2.89    424.3  4.44   -1.23  95    7     
2017  213  15    0    2.77    428.2  4.71   -1.19  55    7     
2017  213  15    5    2.43    429    5.19   -1.04  68    7     
2017  213  15    10   2.24    427.3  5.11   -0.96  102   7     
2017  213  15    15   2.69    429.8  5.69   -1.16  75    8     
2017  213  15    20   3.35    428.1  5.82   -1.44  87    8     
2017  213  15    25   3.21    430.7  5.89   -1.38  75    10    
2017  213  15    30   4.34    422.4  6.13   -1.83  73    10    
2017  213  15    35   3.98    421.6  5.54   -1.68  84    11    
2017  213  15    40   2.38    441.8  4.99   -0.85  93    11    
2017  213  15    45   1.43    448.8  4.87   -0.64  67    11    
2017  213  15    50   3.01    438.3  5.06   -1.31  59    12    
2017  213  15    55   2.96    458.1  5.33   -1.36  44    12    
2017  213  16    0    4.21    429.1  7.04   -1.83  43    13    
2017  213  16    5    3.92    444.1  6.7    -1.71  43    13    
2017  213  16    10   3.96    433.4  6.87   -1.72  36    13    
2017  213  16    15   3.77    449.9  5.58   -1.69  36    13    
2017  213  16    20   3.33    445.7  5.49   -1.48  39    14    
2017  213  16    25   4.12    438.8  6.13   -1.77  38    15    
2017  213  16    30   4.18    435    6.72   -1.82  48    17    
2017  213  16    35   3       427.5  6.27   -1.29  73    16    
2017  213  16    40   2.16    440.6  5.7    -1.09  51    14    
2017  213  16    45   1.55    453    5.22   -0.74  46    14    
2017  213  16    50   2.27    438.1  5.64   -1.32  51    15    
2017  213  16    55   2.23    423.2  5.41   -0.85  54    15    
2017  213  17    0    3.24    437.4  5.03   -1.57  47    15    
2017  213  17    5    2.86    450.2  5.66   -1.26  41    15    
2017  213  17    10   3.59    449.4  5.48   -1.57  40    15    
2017  213  17    15   3.34    428.6  6.02   -1.45  42    14    
2017  213  17    20   3.06    450.8  5.46   -1.38  34    14    
2017  213  17    25   3.21    452.9  5.27   -1.45  44    14    
2017  213  17    30   3.56    451.6  5.5    -1.58  49    13    
2017  213  17    35   3.62    446.3  4.78   -1.61  44    13    
2017  213  17    40   2.97    435.6  5.2    -1.29  43    13    
2017  213  17    45   3.12    448    5.66   -1.38  39    12    
2017  213  17    50   3.53    446    5.6    -1.69  49    12    
2017  213  17    55   3.68    445.8  5.54   -1.65  57    13    
2017  213  18    0    3.45    457.6  4.77   -1.58  60    13    
2017  213  18    5    3.45    453.6  4.72   -1.56  73    12    
2017  213  18    10   3.57    455    4.33   -1.63  56    11    
2017  213  18    15   3.81    452.9  4.38   -1.73  37    12    
2017  213  18    20   4.2     448.5  4.57   -1.88  34    11    
2017  213  18    25   4.92    449.9  5.12   -2.22  49    10    
2017  213  18    30   5.39    454.5  5.14   -2.45  44    11    
2017  213  18    35   5.82    453.1  5.04   -2.64  27    12    
2017  213  18    40   5.93    451    5.03   -2.67  29    11    
2017  213  18    45   6.18    450.6  5.06   -2.78  49    11    
2017  213  18    50   6.17    449.9  4.96   -2.78  36    11    
2017  213  18    55   6.29    442.4  4.64   -2.78  36    11    
2017  213  19    0    6.75    440.3  4.38   -2.97  42    11    
2017  213  19    5    6.61    439.5  4.86   -2.91  32    10    
2017  213  19    10   6.62    440.4  4.82   -2.91  44    NaN   
2017  213  19    15   6.08    437.5  4.57   -2.66  44    8     
2017  213  19    20   6.48    440.2  4.63   -2.88  51    NaN   
2017  213  19    25   5.87    437.3  4.79   -2.51  45    NaN   
2017  213  19    30   5.72    435.2  4.86   -2.49  54    NaN   
2017  213  19    35   5.8     437.6  5.01   -2.54  62    8     
2017  213  19    40   5.76    438.3  4.95   -2.52  66    NaN   
2017  213  19    45   5.63    439.7  4.71   -2.48  75    10    
2017  213  19    50   5.23    438.4  4.75   -2.29  78    10    
2017  213  19    55   5.22    NaN    NaN    NaN    71    10    
2017  213  20    0    5.32    NaN    NaN    NaN    60    10    
2017  213  20    5    5.29    435.8  4.63   -2.32  49    10    
2017  213  20    10   5.68    437.1  4.5    -2.44  43    10    
2017  213  20    15   5.36    442.2  4.72   -2.34  47    10    
2017  213  20    20   5.06    441.8  4.67   -2.25  43    10    
2017  213  20    25   5.12    441.2  4.56   -2.27  45    NaN   
2017  213  20    30   5.1     440.4  4.51   -2.17  42    NaN   
2017  213  20    35   4.67    NaN    NaN    NaN    46    NaN   
2017  213  20    40   4.64    NaN    NaN    NaN    53    10    
2017  213  20    45   4.75    440.4  5.23   -2.1   50    10    
2017  213  20    50   4.69    441.7  5.08   -2.09  58    10    
2017  213  20    55   4.97    440.6  5.01   -2.19  63    10    
2017  213  21    0    4.98    437    5      -2.18  63    NaN   
2017  213  21    5    4.93    427.4  4.92   -2.1   58    8     
2017  213  21    10   4.91    424.2  4.9    -2.08  57    NaN   
2017  213  21    15   5.34    426.4  5.11   -2.07  58    NaN   
2017  213  21    20   5.2     429.7  4.87   -2.27  62    NaN   
2017  213  21    25   5.16    442.6  4.49   -2.21  66    8     
2017  213  21    30   4.65    433.2  4.84   -2.02  61    7     
2017  213  21    35   4.91    436.4  5.02   -2.14  55    7     
2017  213  21    40   5.19    422.3  4.87   -2.17  56    6     
2017  213  21    45   5.26    435.1  4.68   -2.29  59    6     
2017  213  21    50   5.17    424.9  4.86   -2.2   63    7     
2017  213  21    55   5.18    425.3  4.62   -2.2   64    7     
2017  213  22    0    5.17    415.1  4.98   -2.12  60    6     
2017  213  22    5    4.01    412    5.33   -1.67  65    5     
2017  213  22    10   4.42    410.5  5.18   -1.89  63    5     
2017  213  22    15   3.87    409.6  6.07   -1.53  62    6     
2017  213  22    20   4.08    411.9  5.46   -1.68  68    6     
2017  213  22    25   3.62    411.3  5.86   -1.49  64    5     
2017  213  22    30   4.37    409.5  5.25   -1.86  60    5     
2017  213  22    35   4.01    414    5.63   -1.66  59    5     
2017  213  22    40   3.65    412.6  5.92   -1.55  54    7     
2017  213  22    45   3.96    416.2  5.81   -1.65  64    NaN   
2017  213  22    50   3.97    415    6.02   -1.64  81    NaN   
2017  213  22    55   3.24    410.2  6.35   -1.56  80    NaN   
2017  213  23    0    2.14    NaN    NaN    NaN    77    10    
2017  213  23    5    4.05    425.2  6.56   -1.73  78    12    
2017  213  23    10   3.28    424.1  6.61   -1.34  94    11    
2017  213  23    15   3.96    428.4  6.34   -1.79  101   10    
2017  213  23    20   4.87    417.9  6.78   -2.02  111   11    
2017  213  23    25   5.02    430.9  6.34   -2.05  103   NaN   
2017  213  23    30   4.87    NaN    NaN    NaN    80    10    
2017  213  23    35   4.75    417.3  6.74   -1.97  78    11    
2017  213  23    40   4.8     NaN    NaN    NaN    84    NaN   
2017  213  23    45   4.55    NaN    NaN    NaN    59    7     
2017  213  23    50   4.38    413.9  6.72   -1.84  46    8     
2017  213  23    55   4.85    NaN    NaN    NaN    57    NaN   
2017  214  0     0    4.55    NaN    NaN    NaN    57    8     
2017  214  0     5    4.52    NaN    NaN    NaN    63    8     
2017  214  0     10   4.55    429.3  6.18   -1.93  62    8     
2017  214  0     15   4.52    429.3  6.18   NaN    68    8     
2017  214  0     20   4.56    NaN    NaN    NaN    63    7     
2017  214  0     25   4.58    NaN    NaN    NaN    51    6     
2017  214  0     30   4.56    NaN    NaN    NaN    51    7     
2017  214  0     35   4.4     NaN    NaN    NaN    54    7     
2017  214  0     40   4.14    NaN    NaN    NaN    66    NaN   
2017  214  0     45   4.42    417.6  6.4    -1.85  74    10    
2017  214  0     50   4.42    417.6  6.4    NaN    76    NaN   
2017  214  0     55   4.37    NaN    NaN    NaN    54    8     
2017  214  1     0    4.7     421.4  5.24   -1.98  58    NaN   
2017  214  1     5    4.01    419    5.27   -1.68  57    8     
2017  214  1     10   4.49    428.2  5.07   -1.9   56    8     
2017  214  1     15   3.89    418.1  5.11   -1.63  52    8     
2017  214  1     20   3.87    425.8  4.44   -1.78  57    8     
2017  214  1     25   4.69    418.5  4.22   -1.96  63    NaN   
2017  214  1     30   4.15    418.6  3.92   -1.74  61    8     
2017  214  1     35   4.23    417.1  3.88   -1.77  56    8     
2017  214  1     40   3.93    420.3  3.85   -1.65  41    NaN   
2017  214  1     45   3.72    422.9  3.78   -1.56  54    NaN   
2017  214  1     50   3.36    421.7  3.73   -1.39  58    10    
2017  214  1     55   3.42    417.7  3.57   -1.43  56    10    
2017  214  2     0    4.02    413.3  3.35   -1.66  53    10    
2017  214  2     5    4.09    407.6  3.07   -1.67  57    10    
2017  214  2     10   3.88    411.9  3.47   -1.6   56    10    
2017  214  2     15   4.23    410.8  3.3    -1.74  52    NaN   
2017  214  2     20   4.57    410.7  2.84   -1.88  51    8     
2017  214  2     25   4.09    408.4  3.24   -1.67  48    8     
2017  214  2     30   4.04    406.8  3.49   -1.54  52    8     
2017  214  2     35   3.96    405.5  3.51   -1.57  51    8     
2017  214  2     40   4.28    411.5  3.2    -1.77  54    8     
2017  214  2     45   4.22    408.6  3.05   -1.72  56    NaN   
2017  214  2     50   4.11    406.8  3.03   -1.67  56    8     
2017  214  2     55   4.38    405.3  3.1    -1.82  55    NaN   
2017  214  3     0    4.23    403.2  3.14   -1.71  59    10    
2017  214  3     5    3.93    412.2  3.2    -1.6   60    NaN   
2017  214  3     10   3.81    410.3  3.3    -1.56  59    NaN   
2017  214  3     15   3.4     410.6  3.3    -1.42  57    NaN   
2017  214  3     20   3.32    406.1  3.77   -1.34  58    8     
2017  214  3     25   4.22    394.5  4.53   -1.67  56    NaN   
2017  214  3     30   3.52    394.3  5.22   -1.39  64    10    
2017  214  3     35   3.86    395.9  5.15   -1.52  63    11    
2017  214  3     40   4.54    386.1  4.31   -1.76  73    11    
2017  214  3     45   4.36    388    4.62   -1.69  85    10    
2017  214  3     50   4.85    391.8  4.09   -1.9   66    NaN   
2017  214  3     55   4.83    395.1  3.93   -1.91  59    8     
2017  214  4     0    4.34    394.2  3.93   -1.71  73    8     
2017  214  4     5    4.07    394.1  3.54   -1.61  77    8     
2017  214  4     10   4.17    395.9  4.01   -1.65  72    8     
2017  214  4     15   4.09    395    4.01   -1.61  66    7     
2017  214  4     20   3.93    388.9  4.55   -1.53  68    7     
2017  214  4     25   4.07    386.1  4.55   -1.57  69    8     
2017  214  4     30   3.73    381.9  5.08   -1.43  71    7     
2017  214  4     35   2.86    381.1  5.08   -1.12  66    7     
2017  214  4     40   3.75    381.7  4.7    -1.39  65    8     
2017  214  4     45   4.33    381.8  4.71   -1.65  70    8     
2017  214  4     50   3.83    381    5.46   -1.46  71    NaN   
2017  214  4     55   3.63    377.6  5.97   -1.39  77    11    
2017  214  5     0    3.64    379.8  6.55   -1.38  81    12    
2017  214  5     5    3.81    364.3  7.19   -1.37  75    12    
2017  214  5     10   3.89    359.6  7.02   -1.4   78    11    
2017  214  5     15   4.04    363.2  7.5    -1.4   75    11    
2017  214  5     20   4.52    374.2  6.96   -1.69  72    11    
2017  214  5     25   4.51    372.7  7.74   -1.68  72    11    
2017  214  5     30   4.32    371.8  7.55   -1.56  71    12    
2017  214  5     35   4.4     375.2  6.78   -1.65  75    12    
2017  214  5     40   4.51    380.5  5.16   -1.71  80    12    
2017  214  5     45   4.45    372.7  6.61   -1.66  74    12    
2017  214  5     50   4.76    371.9  6.61   -1.77  67    13    
2017  214  5     55   4.48    370.5  7.05   -1.67  71    12    
2017  214  6     0    4.53    370.5  6.7    -1.68  73    11    
2017  214  6     5    4.47    370.5  6.78   -1.66  72    12    
2017  214  6     10   3.79    371.3  6.73   -1.45  70    12    
2017  214  6     15   4.04    368.9  7.38   -1.56  69    12    
2017  214  6     20   3.83    366.5  7.73   -1.41  70    11    
2017  214  6     25   4.18    367.7  7.64   -1.54  68    12    
2017  214  6     30   4.18    368.9  7.93   -1.57  66    12    
2017  214  6     35   4.15    367.8  8.28   -1.53  65    13    
2017  214  6     40   4.17    370.4  7.98   -1.53  67    13    
2017  214  6     45   3.76    371    8.08   -1.39  71    12    
2017  214  6     50   3.43    368.8  7.63   -1.26  70    12    
2017  214  6     55   3.58    372.5  7.43   -1.33  64    12    
2017  214  7     0    3.54    370.4  7.13   -1.31  59    12    
2017  214  7     5    3.58    370.5  7.13   -1.33  62    12    
2017  214  7     10   3.21    367.6  6.74   -1.18  60    12    
2017  214  7     15   3.09    362.5  6.96   -1.1   65    11    
2017  214  7     20   3.26    367.2  6.96   -1.19  68    11    
2017  214  7     25   3.44    370.2  7.09   -1.24  58    13    
2017  214  7     30   1.03    369.6  7.54   -0.33  53    12    
2017  214  7     35   -0.78   372.3  7.16   0.3    64    11    
2017  214  7     40   0.06    386.6  5.81   -0.02  57    10    
2017  214  7     45   0.93    370.1  6.34   -0.38  57    NaN   
2017  214  7     50   -0.17   388.4  5.45   0.06   53    8     
2017  214  7     55   0.57    388.1  5.2    -0.22  55    7     
2017  214  8     0    0.04    391.4  4.61   -0.02  44    8     
2017  214  8     5    -0.22   391    4.58   NaN    63    7     
2017  214  8     10   -0.03   393.9  4.46   -0.08  77    5     
2017  214  8     15   0.58    403    4.96   -0.24  73    6     
2017  214  8     20   0.87    422.6  5.76   -0.59  59    6     
2017  214  8     25   0.96    412.8  5.39   -0.4   66    4     
2017  214  8     30   0.64    407.9  5.15   -0.24  73    5     
2017  214  8     35   0.1     404.4  4.89   -0.04  63    6     
2017  214  8     40   -0.08   404.1  5.34   -0.02  75    6     
2017  214  8     45   -0.23   392.9  5.26   0.25   81    5     
2017  214  8     50   -0.37   392.9  5.26   0.04   81    6     
2017  214  8     55   0.03    383.5  5.88   -0.14  81    6     
2017  214  NaN   0    0.27    381.9  6.14   -0.12  81    6     
2017  214  NaN   5    -0.54   390.1  5.72   0.38   80    6     
2017  214  NaN   10   -0.63   395.2  5.23   0.25   78    4     
2017  214  NaN   15   0.95    408.2  4.67   -0.4   72    3     
2017  214  NaN   20   1.15    403.8  5.33   -0.47  86    2     
2017  214  NaN   25   0.7     404.8  5.25   -0.28  78    5     
2017  214  NaN   30   0.89    404    4.97   -0.36  81    4     
2017  214  NaN   35   1.03    404.9  4.75   -0.42  79    3     
2017  214  NaN   40   2.27    412.5  4.42   -0.94  81    2     
2017  214  NaN   45   1.13    423    4.24   -0.48  65    2     
2017  214  NaN   50   0.94    421.3  4.15   -0.39  58    4     
2017  214  NaN   55   0.54    423.8  4.11   -0.23  63    4     
2017  214  10    0    0.47    420.5  4.44   -0.2   69    5     
2017  214  10    5    0.47    425.5  4.34   -0.2   76    4     
2017  214  10    10   0.31    426.7  3.81   -0.13  77    3     
2017  214  10    15   0.3     425.4  3.99   -0.12  67    3     
2017  214  10    20   0.21    419.2  3.96   -0.11  66    3     
2017  214  10    25   -0.11   424.7  3.98   0.08   69    2     
2017  214  10    30   -0.61   422.1  4      0.3    81    3     
2017  214  10    35   -1.07   426.3  3.83   0.45   76    3     
2017  214  10    40   -1.14   423.7  4.11   0.48   74    3     
2017  214  10    45   -0.78   424.8  3.73   0.58   74    3     
2017  214  10    50   -0.08   429.5  3.46   -0.04  73    4     
2017  214  10    55   -0.61   424.6  3.93   0.29   76    4     
2017  214  11    0    -0.17   428.4  3.51   0.06   66    4     
2017  214  11    5    -0.04   432.9  3.76   -0.02  59    4     
2017  214  11    10   0.08    426.6  3.59   -0.05  52    4     
2017  214  11    15   -0.11   431.5  3.84   0.02   55    5     
2017  214  11    20   -0.25   421.5  3.35   0.14   57    4     
2017  214  11    25   -0.4    430.9  3.67   0.17   62    3     
2017  214  11    30   -0.15   423.1  3.64   0.06   62    2     
2017  214  11    35   0.44    413.1  3.47   -0.17  65    2     
2017  214  11    40   0.75    390.7  3.92   -0.3   65    2     
2017  214  11    45   0.23    390    4.09   -0.09  68    1     
2017  214  11    50   0.18    389    3.84   -0.07  71    1     
2017  214  11    55   0.28    379.8  4.02   -0.1   70    1     
2017  214  12    0    0.31    380.2  4.26   -0.12  69    2     
2017  214  12    5    1.84    383.3  4.1    -0.59  64    2     
2017  214  12    10   2.21    405.7  3.44   -0.86  62    2     
2017  214  12    15   2.16    410.8  3.66   -0.91  87    2     
2017  214  12    20   0.98    384.8  4.62   -0.35  75    4     
2017  214  12    25   0.89    385.8  4.76   -0.39  70    7     
2017  214  12    30   1.5     440.6  3.81   -0.6   69    6     
2017  214  12    35   0.29    456    3.65   -0.12  68    6     
2017  214  12    40   -0.22   438.5  3.62   0.07   70    5     
2017  214  12    45   -0.96   430.2  3.55   0.5    68    3     
2017  214  12    50   -0.95   427.4  3.59   0.45   68    3     
2017  214  12    55   -1.84   425.5  3.83   0.72   68    5     
2017  214  13    0    -1.94   421.1  3.72   0.86   67    4     
2017  214  13    5    -2.15   415.4  4.14   0.88   56    3     
2017  214  13    10   -1.56   413.1  4.4    0.67   64    3     
2017  214  13    15   -1.81   408.8  4.25   0.75   77    4     
2017  214  13    20   -2.65   400.5  4.19   1.06   106   5     
