yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.09 (221) 08:35:00  NaN     NaN     NaN  
2017.08.09 (221) 08:40:00  NaN     NaN     NaN  
2017.08.09 (221) 08:45:00  NaN     NaN     NaN  
2017.08.09 (221) 08:50:00  NaN     NaN     NaN  
2017.08.09 (221) 08:55:00  NaN     NaN     NaN  
2017.08.09 (221) 09:00:00  NaN     NaN     NaN  
2017.08.09 (221) 09:05:00  NaN     NaN     NaN  
2017.08.09 (221) 09:10:00  1.900   300.0   307.0
2017.08.09 (221) 09:15:00  2.200   271.0   276.0
2017.08.09 (221) 09:20:00  2.500   247.0   266.0
2017.08.09 (221) 09:25:00  2.700   245.0   262.0
2017.08.09 (221) 09:30:00  2.900   245.0   255.0
2017.08.09 (221) 09:35:00  3.100   228.0   240.0
2017.08.09 (221) 09:40:00  3.400   221.0   236.0
2017.08.09 (221) 09:45:00  3.500   221.0   236.0
2017.08.09 (221) 09:50:00  3.700   221.0   236.0
2017.08.09 (221) 09:55:00  3.800   217.0   231.0
2017.08.09 (221) 10:00:00  3.900   219.0   228.0
2017.08.09 (221) 10:05:00  4.000   221.0   228.0
2017.08.09 (221) 10:10:00  4.100   221.0   233.0
2017.08.09 (221) 10:15:00  4.100   224.0   238.0
2017.08.09 (221) 10:20:00  4.300   179.0   236.0
2017.08.09 (221) 10:25:00  4.300   217.0   245.0
2017.08.09 (221) 10:30:00  4.600   217.0   250.0
2017.08.09 (221) 10:35:00  4.700   219.0   247.0
2017.08.09 (221) 10:40:00  4.800   226.0   238.0
2017.08.09 (221) 10:45:00  4.800   214.0   238.0
2017.08.09 (221) 10:50:00  4.900   231.0   233.0
2017.08.09 (221) 10:55:00  5.000   214.0   245.0
2017.08.09 (221) 11:00:00  5.000   224.0   250.0
2017.08.09 (221) 11:05:00  5.100   238.0   243.0
2017.08.09 (221) 11:10:00  NaN     NaN     NaN  
2017.08.09 (221) 11:15:00  5.200   231.0   240.0
2017.08.09 (221) 11:20:00  5.000   233.0   240.0
2017.08.09 (221) 11:25:00  4.800   219.0   224.0
2017.08.09 (221) 11:30:00  4.800   219.0   238.0
2017.08.09 (221) 11:35:00  4.700   212.0   247.0
2017.08.09 (221) 11:40:00  4.900   236.0   266.0
2017.08.09 (221) 11:45:00  4.900   219.0   252.0
2017.08.09 (221) 11:50:00  5.200   233.0   262.0
2017.08.09 (221) 11:55:00  5.000   224.0   264.0
2017.08.09 (221) 12:00:00  5.000   226.0   259.0
2017.08.09 (221) 12:05:00  4.900   209.0   259.0
2017.08.09 (221) 12:10:00  5.000   202.0   250.0
2017.08.09 (221) 12:15:00  4.900   219.0   264.0
2017.08.09 (221) 12:20:00  4.800   217.0   252.0
2017.08.09 (221) 12:25:00  4.700   209.0   247.0
2017.08.09 (221) 12:30:00  4.600   214.0   257.0
2017.08.09 (221) 12:35:00  4.800   233.0   271.0
2017.08.09 (221) 12:40:00  5.000   221.0   250.0
2017.08.09 (221) 12:45:00  5.200   236.0   300.0
2017.08.09 (221) 12:50:00  5.100   228.0   302.0
2017.08.09 (221) 12:55:00  5.100   233.0   264.0
2017.08.09 (221) 13:00:00  5.000   233.0   255.0
2017.08.09 (221) 13:05:00  5.100   214.0   297.0
2017.08.09 (221) 13:10:00  5.200   217.0   335.0
2017.08.09 (221) 13:15:00  5.700   212.0   357.0
2017.08.09 (221) 13:20:00  5.600   224.0   300.0
2017.08.09 (221) 13:25:00  5.700   221.0   290.0
2017.08.09 (221) 13:30:00  5.500   221.0   288.0
2017.08.09 (221) 13:35:00  5.400   209.0   295.0
2017.08.09 (221) 13:40:00  5.500   205.0   302.0
2017.08.09 (221) 13:45:00  5.500   205.0   314.0
2017.08.09 (221) 13:50:00  5.600   209.0   302.0
2017.08.09 (221) 13:55:00  5.600   214.0   302.0
2017.08.09 (221) 14:00:00  5.800   238.0   328.0
2017.08.09 (221) 14:05:00  5.700   224.0   328.0
2017.08.09 (221) 14:10:00  5.900   212.0   283.0
2017.08.09 (221) 14:15:00  5.900   209.0   285.0
2017.08.09 (221) 14:20:00  5.800   207.0   276.0
2017.08.09 (221) 14:25:00  6.000   207.0   283.0
2017.08.09 (221) 14:30:00  6.000   217.0   271.0
2017.08.09 (221) 14:35:00  6.300   209.0   269.0
2017.08.09 (221) 14:40:00  6.300   200.0   262.0
2017.08.09 (221) 14:45:00  6.400   214.0   257.0
2017.08.09 (221) 14:50:00  6.500   224.0   252.0
2017.08.09 (221) 14:55:00  6.700   195.0   250.0
2017.08.09 (221) 15:00:00  6.300   200.0   255.0
2017.08.09 (221) 15:05:00  5.700   195.0   NaN  
2017.08.09 (221) 15:10:00  5.600   202.0   271.0
2017.08.09 (221) 15:15:00  5.600   212.0   281.0
2017.08.09 (221) 15:20:00  5.400   212.0   262.0
2017.08.09 (221) 15:25:00  5.200   202.0   259.0
2017.08.09 (221) 15:30:00  5.100   200.0   231.0
2017.08.09 (221) 15:35:00  4.900   200.0   209.0
2017.08.09 (221) 15:40:00  4.700   200.0   205.0
2017.08.09 (221) 15:45:00  4.700   191.0   195.0
2017.08.09 (221) 15:50:00  4.700   193.0   193.0
2017.08.09 (221) 15:55:00  4.700   195.0   198.0
2017.08.09 (221) 16:00:00  4.800   186.0   205.0
2017.08.09 (221) 16:05:00  4.700   195.0   195.0
2017.08.09 (221) 16:10:00  4.600   191.0   193.0
2017.08.09 (221) 16:15:00  4.600   179.0   179.0
2017.08.09 (221) 16:20:00  4.300   186.0   191.0
2017.08.09 (221) 16:25:00  4.300   186.0   181.0
2017.08.09 (221) 16:30:00  NaN     NaN     NaN  
2017.08.09 (221) 16:35:00  NaN     NaN     NaN  
2017.08.09 (221) 16:40:00  NaN     NaN     NaN  
2017.08.09 (221) 16:45:00  NaN     NaN     NaN  
2017.08.09 (221) 16:50:00  NaN     NaN     NaN  
2017.08.09 (221) 16:55:00  NaN     NaN     NaN  
2017.08.09 (221) 17:00:00  5.100   191.0   366.0
2017.08.09 (221) 17:05:00  5.100   186.0   385.0
2017.08.09 (221) 17:10:00  5.000   176.0   352.0
2017.08.09 (221) 17:15:00  4.900   176.0   326.0
2017.08.09 (221) 17:20:00  4.600   172.0   259.0
2017.08.09 (221) 17:25:00  4.900   169.0   285.0
2017.08.09 (221) 17:30:00  4.800   169.0   269.0
2017.08.09 (221) 17:35:00  4.800   169.0   250.0
2017.08.09 (221) 17:40:00  4.800   162.0   262.0
2017.08.09 (221) 17:45:00  4.800   169.0   278.0
2017.08.09 (221) 17:50:00  4.800   164.0   312.0
2017.08.09 (221) 17:55:00  5.300   181.0   388.0
2017.08.09 (221) 18:00:00  5.300   174.0   188.0
2017.08.09 (221) 18:05:00  5.000   188.0   357.0
2017.08.09 (221) 18:10:00  5.500   193.0   340.0
2017.08.09 (221) 18:15:00  5.600   164.0   323.0
2017.08.09 (221) 18:20:00  5.800   167.0   304.0
2017.08.09 (221) 18:25:00  5.900   160.0   297.0
2017.08.09 (221) 18:30:00  5.900   183.0   288.0
2017.08.09 (221) 18:35:00  5.900   202.0   281.0
2017.08.09 (221) 18:40:00  5.900   226.0   281.0
2017.08.09 (221) 18:45:00  6.100   262.0   264.0
2017.08.09 (221) 18:50:00  5.900   255.0   255.0
2017.08.09 (221) 18:55:00  5.800   233.0   262.0
2017.08.09 (221) 19:00:00  5.700   262.0   266.0
2017.08.09 (221) 19:05:00  5.600   238.0   271.0
2017.08.09 (221) 19:10:00  5.700   245.0   271.0
2017.08.09 (221) 19:15:00  5.700   238.0   274.0
2017.08.09 (221) 19:20:00  5.700   219.0   266.0
2017.08.09 (221) 19:25:00  5.700   228.0   262.0
2017.08.09 (221) 19:30:00  5.700   231.0   252.0
2017.08.09 (221) 19:35:00  5.600   231.0   255.0
2017.08.09 (221) 19:40:00  5.600   221.0   257.0
2017.08.09 (221) 19:45:00  5.800   238.0   262.0
2017.08.09 (221) 19:50:00  5.600   233.0   257.0
2017.08.09 (221) 19:55:00  5.700   224.0   259.0
2017.08.09 (221) 20:00:00  5.600   240.0   250.0
2017.08.09 (221) 20:05:00  5.700   233.0   252.0
2017.08.09 (221) 20:10:00  5.500   233.0   243.0
2017.08.09 (221) 20:15:00  5.600   231.0   252.0
2017.08.09 (221) 20:20:00  5.600   226.0   233.0
2017.08.09 (221) 20:25:00  5.800   224.0   247.0
2017.08.09 (221) 20:30:00  5.900   226.0   243.0
2017.08.09 (221) 20:35:00  6.000   224.0   243.0
2017.08.09 (221) 20:40:00  6.000   226.0   228.0
2017.08.09 (221) 20:45:00  5.800   214.0   236.0
2017.08.09 (221) 20:50:00  5.900   209.0   231.0
2017.08.09 (221) 20:55:00  5.700   207.0   236.0
2017.08.09 (221) 21:00:00  5.700   209.0   236.0
2017.08.09 (221) 21:05:00  5.500   212.0   240.0
2017.08.09 (221) 21:10:00  5.500   217.0   236.0
2017.08.09 (221) 21:15:00  5.400   212.0   238.0
2017.08.09 (221) 21:20:00  5.200   209.0   228.0
2017.08.09 (221) 21:25:00  5.100   205.0   233.0
2017.08.09 (221) 21:30:00  4.800   209.0   219.0
2017.08.09 (221) 21:35:00  4.700   217.0   219.0
2017.08.09 (221) 21:40:00  4.300   207.0   219.0
2017.08.09 (221) 21:45:00  4.100   205.0   226.0
2017.08.09 (221) 21:50:00  4.000   205.0   231.0
2017.08.09 (221) 21:55:00  3.800   209.0   228.0
2017.08.09 (221) 22:00:00  3.600   217.0   228.0
2017.08.09 (221) 22:05:00  3.300   219.0   226.0
2017.08.09 (221) 22:10:00  3.200   212.0   231.0
2017.08.09 (221) 22:15:00  3.100   214.0   221.0
2017.08.09 (221) 22:20:00  3.400   221.0   224.0
2017.08.09 (221) 22:25:00  NaN     NaN     NaN  
2017.08.09 (221) 22:30:00  NaN     NaN     NaN  
2017.08.09 (221) 22:35:00  NaN     NaN     NaN  
2017.08.09 (221) 22:40:00  NaN     NaN     NaN  
2017.08.09 (221) 22:45:00  NaN     NaN     NaN  
2017.08.09 (221) 22:50:00  NaN     NaN     NaN  
2017.08.09 (221) 22:55:00  NaN     NaN     NaN  
2017.08.09 (221) 23:00:00  NaN     NaN     NaN  
2017.08.09 (221) 23:05:00  NaN     NaN     NaN  
2017.08.09 (221) 23:10:00  NaN     NaN     NaN  
2017.08.09 (221) 23:15:00  NaN     NaN     NaN  
2017.08.09 (221) 23:20:00  NaN     NaN     NaN  
2017.08.09 (221) 23:25:00  NaN     NaN     NaN  
2017.08.09 (221) 23:30:00  NaN     NaN     NaN  
2017.08.09 (221) 23:35:00  2.300   262.0   264.0
2017.08.09 (221) 23:40:00  NaN     NaN     NaN  
2017.08.09 (221) 23:45:00  NaN     NaN     NaN  
2017.08.09 (221) 23:50:00  2.400   269.0   288.0
2017.08.09 (221) 23:55:00  2.400   247.0   250.0
