yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.02 (214) 05:15:00  NaN     219.0   NaN  
2017.08.02 (214) 05:20:00  NaN     NaN     NaN  
2017.08.02 (214) 05:25:00  NaN     NaN     NaN  
2017.08.02 (214) 05:30:00  NaN     NaN     NaN  
2017.08.02 (214) 05:35:00  NaN     NaN     NaN  
2017.08.02 (214) 05:40:00  NaN     NaN     NaN  
2017.08.02 (214) 05:45:00  NaN     248.0   NaN  
2017.08.02 (214) 05:50:00  NaN     233.0   NaN  
2017.08.02 (214) 05:55:00  NaN     224.0   NaN  
2017.08.02 (214) 06:00:00  NaN     225.0   NaN  
2017.08.02 (214) 06:05:00  NaN     219.0   NaN  
2017.08.02 (214) 06:10:00  NaN     NaN     NaN  
2017.08.02 (214) 06:15:00  NaN     NaN     NaN  
2017.08.02 (214) 06:20:00  NaN     NaN     NaN  
2017.08.02 (214) 06:25:00  NaN     NaN     NaN  
2017.08.02 (214) 06:30:00  NaN     NaN     NaN  
2017.08.02 (214) 06:35:00  NaN     NaN     NaN  
2017.08.02 (214) 06:40:00  NaN     NaN     NaN  
2017.08.02 (214) 06:45:00  NaN     NaN     NaN  
2017.08.02 (214) 06:50:00  NaN     NaN     NaN  
2017.08.02 (214) 06:55:00  NaN     NaN     NaN  
2017.08.02 (214) 07:00:00  NaN     NaN     NaN  
2017.08.02 (214) 07:05:00  NaN     NaN     NaN  
2017.08.02 (214) 07:10:00  NaN     NaN     NaN  
2017.08.02 (214) 07:15:00  NaN     NaN     NaN  
2017.08.02 (214) 07:20:00  2.000   248.0   316.0
2017.08.02 (214) 07:25:00  NaN     245.0   NaN  
2017.08.02 (214) 07:30:00  NaN     NaN     NaN  
2017.08.02 (214) 07:35:00  NaN     208.0   NaN  
2017.08.02 (214) 07:40:00  NaN     233.0   NaN  
2017.08.02 (214) 07:45:00  NaN     211.0   NaN  
2017.08.02 (214) 07:50:00  NaN     NaN     NaN  
2017.08.02 (214) 07:55:00  NaN     215.0   NaN  
2017.08.02 (214) 08:00:00  NaN     NaN     NaN  
2017.08.02 (214) 08:05:00  NaN     NaN     NaN  
2017.08.02 (214) 08:10:00  NaN     NaN     NaN  
2017.08.02 (214) 08:15:00  NaN     NaN     NaN  
2017.08.02 (214) 08:20:00  NaN     NaN     NaN  
2017.08.02 (214) 08:25:00  NaN     NaN     NaN  
2017.08.02 (214) 08:30:00  NaN     207.0   NaN  
2017.08.02 (214) 08:35:00  NaN     207.0   NaN  
2017.08.02 (214) 08:40:00  NaN     184.0   NaN  
2017.08.02 (214) 08:45:00  NaN     205.0   NaN  
2017.08.02 (214) 08:50:00  NaN     207.0   NaN  
2017.08.02 (214) 08:55:00  2.600   205.0   211.0
2017.08.02 (214) 09:00:00  2.500   204.0   211.0
2017.08.02 (214) 09:05:00  NaN     210.0   NaN  
2017.08.02 (214) 09:10:00  NaN     201.0   NaN  
2017.08.02 (214) 09:15:00  NaN     207.0   NaN  
2017.08.02 (214) 09:20:00  NaN     202.0   NaN  
2017.08.02 (214) 09:25:00  NaN     204.0   NaN  
2017.08.02 (214) 09:30:00  2.600   207.0   262.0
2017.08.02 (214) 09:35:00  2.900   233.0   242.0
2017.08.02 (214) 09:40:00  3.200   222.0   231.0
2017.08.02 (214) 09:45:00  3.400   218.0   230.0
2017.08.02 (214) 09:50:00  3.500   208.0   225.0
2017.08.02 (214) 09:55:00  3.600   208.0   219.0
2017.08.02 (214) 10:00:00  3.800   207.0   224.0
2017.08.02 (214) 10:05:00  3.900   211.0   218.0
2017.08.02 (214) 10:10:00  3.900   202.0   225.0
2017.08.02 (214) 10:15:00  4.000   175.0   225.0
2017.08.02 (214) 10:20:00  4.000   170.0   225.0
2017.08.02 (214) 10:25:00  4.000   173.0   224.0
2017.08.02 (214) 10:30:00  4.100   176.0   224.0
2017.08.02 (214) 10:35:00  4.200   166.0   224.0
2017.08.02 (214) 10:40:00  4.200   172.0   225.0
2017.08.02 (214) 10:45:00  4.200   167.0   225.0
2017.08.02 (214) 10:50:00  4.300   167.0   233.0
2017.08.02 (214) 10:55:00  4.400   201.0   242.0
2017.08.02 (214) 11:00:00  4.400   199.0   244.0
2017.08.02 (214) 11:05:00  4.400   196.0   236.0
2017.08.02 (214) 11:10:00  4.500   199.0   241.0
2017.08.02 (214) 11:15:00  4.500   196.0   245.0
2017.08.02 (214) 11:20:00  4.700   193.0   259.0
2017.08.02 (214) 11:25:00  4.800   201.0   257.0
2017.08.02 (214) 11:30:00  4.800   201.0   267.0
2017.08.02 (214) 11:35:00  4.800   201.0   254.0
2017.08.02 (214) 11:40:00  4.800   179.0   250.0
2017.08.02 (214) 11:45:00  4.800   181.0   241.0
2017.08.02 (214) 11:50:00  4.600   184.0   233.0
2017.08.02 (214) 11:55:00  4.600   179.0   265.0
2017.08.02 (214) 12:00:00  4.800   167.0   291.0
2017.08.02 (214) 12:05:00  4.800   184.0   282.0
2017.08.02 (214) 12:10:00  4.800   143.0   245.0
2017.08.02 (214) 12:15:00  4.700   159.0   227.0
2017.08.02 (214) 12:20:00  4.800   185.0   234.0
2017.08.02 (214) 12:25:00  4.800   181.0   227.0
2017.08.02 (214) 12:30:00  4.800   178.0   225.0
2017.08.02 (214) 12:35:00  4.700   172.0   306.0
2017.08.02 (214) 12:40:00  4.900   179.0   221.0
2017.08.02 (214) 12:45:00  5.000   173.0   296.0
2017.08.02 (214) 12:50:00  5.000   184.0   211.0
2017.08.02 (214) 12:55:00  5.200   201.0   296.0
2017.08.02 (214) 13:00:00  5.200   202.0   297.0
2017.08.02 (214) 13:05:00  5.200   201.0   299.0
2017.08.02 (214) 13:10:00  5.200   184.0   296.0
2017.08.02 (214) 13:15:00  5.400   179.0   293.0
2017.08.02 (214) 13:20:00  5.200   182.0   293.0
2017.08.02 (214) 13:25:00  5.300   210.0   294.0
2017.08.02 (214) 13:30:00  5.300   193.0   297.0
2017.08.02 (214) 13:35:00  5.400   196.0   297.0
2017.08.02 (214) 13:40:00  5.400   190.0   286.0
2017.08.02 (214) 13:45:00  5.600   184.0   280.0
2017.08.02 (214) 13:50:00  5.500   187.0   283.0
2017.08.02 (214) 13:55:00  5.500   190.0   279.0
2017.08.02 (214) 14:00:00  5.400   192.0   279.0
2017.08.02 (214) 14:05:00  5.500   192.0   273.0
2017.08.02 (214) 14:10:00  5.400   192.0   288.0
2017.08.02 (214) 14:15:00  5.300   196.0   280.0
2017.08.02 (214) 14:20:00  5.500   184.0   279.0
2017.08.02 (214) 14:25:00  5.400   193.0   274.0
2017.08.02 (214) 14:30:00  5.400   179.0   270.0
2017.08.02 (214) 14:35:00  5.400   182.0   268.0
2017.08.02 (214) 14:40:00  5.300   181.0   265.0
2017.08.02 (214) 14:45:00  5.200   184.0   257.0
2017.08.02 (214) 14:50:00  5.100   195.0   265.0
2017.08.02 (214) 14:55:00  4.800   167.0   276.0
2017.08.02 (214) 15:00:00  4.700   196.0   297.0
2017.08.02 (214) 15:05:00  4.700   193.0   213.0
2017.08.02 (214) 15:10:00  4.700   195.0   204.0
2017.08.02 (214) 15:15:00  4.300   195.0   204.0
2017.08.02 (214) 15:20:00  4.300   195.0   207.0
2017.08.02 (214) 15:25:00  4.300   195.0   201.0
2017.08.02 (214) 15:30:00  4.700   193.0   205.0
2017.08.02 (214) 15:35:00  4.700   187.0   199.0
2017.08.02 (214) 15:40:00  4.700   187.0   199.0
2017.08.02 (214) 15:45:00  4.600   185.0   193.0
2017.08.02 (214) 15:50:00  4.800   179.0   205.0
2017.08.02 (214) 15:55:00  4.700   182.0   192.0
2017.08.02 (214) 16:00:00  4.500   182.0   196.0
2017.08.02 (214) 16:05:00  4.300   179.0   190.0
2017.08.02 (214) 16:10:00  4.200   123.0   187.0
2017.08.02 (214) 16:15:00  4.500   144.0   193.0
2017.08.02 (214) 16:20:00  4.800   179.0   193.0
2017.08.02 (214) 16:25:00  4.800   181.0   189.0
2017.08.02 (214) 16:30:00  4.800   181.0   334.0
2017.08.02 (214) 16:35:00  5.000   181.0   189.0
2017.08.02 (214) 16:40:00  4.800   173.0   198.0
2017.08.02 (214) 16:45:00  4.600   173.0   190.0
2017.08.02 (214) 16:50:00  4.200   166.0   190.0
2017.08.02 (214) 16:55:00  4.200   178.0   182.0
2017.08.02 (214) 17:00:00  4.200   169.0   184.0
2017.08.02 (214) 17:05:00  4.100   166.0   187.0
2017.08.02 (214) 17:10:00  4.000   178.0   185.0
2017.08.02 (214) 17:15:00  4.000   190.0   195.0
2017.08.02 (214) 17:20:00  4.200   198.0   198.0
2017.08.02 (214) 17:25:00  4.800   187.0   300.0
2017.08.02 (214) 17:30:00  4.000   159.0   184.0
2017.08.02 (214) 17:35:00  4.800   150.0   211.0
2017.08.02 (214) 17:40:00  4.200   190.0   199.0
2017.08.02 (214) 17:45:00  4.200   189.0   205.0
2017.08.02 (214) 17:50:00  3.900   181.0   190.0
2017.08.02 (214) 17:55:00  5.200   179.0   345.0
2017.08.02 (214) 18:00:00  5.600   178.0   320.0
2017.08.02 (214) 18:05:00  5.800   198.0   300.0
2017.08.02 (214) 18:10:00  5.800   170.0   288.0
2017.08.02 (214) 18:15:00  5.500   170.0   286.0
2017.08.02 (214) 18:20:00  5.700   164.0   283.0
2017.08.02 (214) 18:25:00  5.900   164.0   279.0
2017.08.02 (214) 18:30:00  5.900   156.0   276.0
2017.08.02 (214) 18:35:00  6.000   155.0   271.0
2017.08.02 (214) 18:40:00  6.000   159.0   268.0
2017.08.02 (214) 18:45:00  6.000   156.0   254.0
2017.08.02 (214) 18:50:00  5.900   198.0   251.0
2017.08.02 (214) 18:55:00  5.800   172.0   250.0
2017.08.02 (214) 19:00:00  5.800   155.0   251.0
2017.08.02 (214) 19:05:00  5.900   237.0   265.0
2017.08.02 (214) 19:10:00  5.900   233.0   253.0
2017.08.02 (214) 19:15:00  5.600   247.0   248.0
2017.08.02 (214) 19:20:00  5.500   234.0   247.0
2017.08.02 (214) 19:25:00  5.600   239.0   242.0
2017.08.02 (214) 19:30:00  5.500   221.0   231.0
2017.08.02 (214) 19:35:00  5.300   216.0   237.0
2017.08.02 (214) 19:40:00  5.200   236.0   244.0
2017.08.02 (214) 19:45:00  5.100   233.0   237.0
2017.08.02 (214) 19:50:00  5.200   233.0   244.0
2017.08.02 (214) 19:55:00  5.100   236.0   241.0
2017.08.02 (214) 20:00:00  5.200   228.0   230.0
2017.08.02 (214) 20:05:00  5.100   227.0   227.0
2017.08.02 (214) 20:10:00  4.800   224.0   233.0
2017.08.02 (214) 20:15:00  4.800   222.0   222.0
2017.08.02 (214) 20:20:00  4.700   224.0   233.0
2017.08.02 (214) 20:25:00  4.700   224.0   227.0
2017.08.02 (214) 20:30:00  4.600   218.0   224.0
2017.08.02 (214) 20:35:00  4.400   215.0   224.0
2017.08.02 (214) 20:40:00  4.200   215.0   216.0
2017.08.02 (214) 20:45:00  4.100   210.0   219.0
2017.08.02 (214) 20:50:00  3.900   208.0   219.0
2017.08.02 (214) 20:55:00  3.700   207.0   219.0
2017.08.02 (214) 21:00:00  3.500   207.0   218.0
2017.08.02 (214) 21:05:00  3.200   207.0   213.0
2017.08.02 (214) 21:10:00  3.200   211.0   222.0
2017.08.02 (214) 21:15:00  3.200   211.0   234.0
2017.08.02 (214) 21:20:00  3.200   218.0   230.0
2017.08.02 (214) 21:25:00  3.100   207.0   219.0
2017.08.02 (214) 21:30:00  3.000   202.0   216.0
2017.08.02 (214) 21:35:00  2.800   207.0   218.0
2017.08.02 (214) 21:40:00  2.700   207.0   221.0
2017.08.02 (214) 21:45:00  2.600   205.0   230.0
2017.08.02 (214) 21:50:00  2.600   211.0   227.0
2017.08.02 (214) 21:55:00  2.500   213.0   224.0
2017.08.02 (214) 22:00:00  2.400   213.0   250.0
2017.08.02 (214) 22:05:00  2.400   213.0   234.0
2017.08.02 (214) 22:10:00  2.300   213.0   221.0
2017.08.02 (214) 22:15:00  2.200   219.0   256.0
2017.08.02 (214) 22:20:00  NaN     NaN     NaN  
2017.08.02 (214) 22:25:00  NaN     239.0   NaN  
2017.08.02 (214) 22:30:00  NaN     311.0   NaN  
2017.08.02 (214) 22:35:00  2.400   277.0   314.0
2017.08.02 (214) 22:40:00  2.100   290.0   342.0
2017.08.02 (214) 22:45:00  NaN     290.0   NaN  
2017.08.02 (214) 22:50:00  2.200   276.0   296.0
2017.08.02 (214) 22:55:00  NaN     211.0   NaN  
2017.08.02 (214) 23:00:00  NaN     216.0   NaN  
2017.08.02 (214) 23:05:00  2.200   279.0   288.0
2017.08.02 (214) 23:10:00  2.200   271.0   296.0
2017.08.02 (214) 23:15:00  2.300   296.0   316.0
2017.08.02 (214) 23:20:00  2.300   271.0   306.0
2017.08.02 (214) 23:25:00  NaN     211.0   NaN  
2017.08.02 (214) 23:30:00  NaN     213.0   NaN  
2017.08.02 (214) 23:35:00  NaN     210.0   NaN  
2017.08.02 (214) 23:40:00  2.300   210.0   288.0
2017.08.02 (214) 23:45:00  NaN     205.0   NaN  
2017.08.02 (214) 23:50:00  2.300   256.0   300.0
2017.08.02 (214) 23:55:00  2.200   264.0   277.0
