yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.30 (242) 05:05:00  2.400   338.0   383.0
2017.08.30 (242) 05:10:00  2.400   404.0   430.0
2017.08.30 (242) 05:15:00  2.400   392.0   402.0
2017.08.30 (242) 05:20:00  2.500   366.0   397.0
2017.08.30 (242) 05:25:00  2.300   366.0   369.0
2017.08.30 (242) 05:30:00  2.300   359.0   390.0
2017.08.30 (242) 05:35:00  NaN     NaN     NaN  
2017.08.30 (242) 05:40:00  NaN     NaN     NaN  
2017.08.30 (242) 05:45:00  2.300   414.0   418.0
2017.08.30 (242) 05:50:00  2.300   423.0   452.0
2017.08.30 (242) 05:55:00  2.200   347.0   357.0
2017.08.30 (242) 06:00:00  2.300   338.0   359.0
2017.08.30 (242) 06:05:00  NaN     NaN     NaN  
2017.08.30 (242) 06:10:00  NaN     NaN     NaN  
2017.08.30 (242) 06:15:00  NaN     NaN     NaN  
2017.08.30 (242) 06:20:00  NaN     NaN     NaN  
2017.08.30 (242) 06:25:00  NaN     NaN     NaN  
2017.08.30 (242) 06:30:00  NaN     NaN     NaN  
2017.08.30 (242) 06:35:00  NaN     NaN     NaN  
2017.08.30 (242) 06:40:00  NaN     NaN     NaN  
2017.08.30 (242) 06:45:00  3.200   236.0   278.0
2017.08.30 (242) 06:50:00  3.200   236.0   269.0
2017.08.30 (242) 06:55:00  3.200   228.0   257.0
2017.08.30 (242) 07:00:00  3.200   228.0   262.0
2017.08.30 (242) 07:05:00  3.200   228.0   257.0
2017.08.30 (242) 07:10:00  3.200   228.0   250.0
2017.08.30 (242) 07:15:00  3.100   219.0   243.0
2017.08.30 (242) 07:20:00  3.200   224.0   240.0
2017.08.30 (242) 07:25:00  3.600   224.0   245.0
2017.08.30 (242) 07:30:00  3.500   221.0   243.0
2017.08.30 (242) 07:35:00  3.200   217.0   238.0
2017.08.30 (242) 07:40:00  3.100   205.0   226.0
2017.08.30 (242) 07:45:00  3.100   207.0   236.0
2017.08.30 (242) 07:50:00  2.900   214.0   226.0
2017.08.30 (242) 07:55:00  2.700   212.0   233.0
2017.08.30 (242) 08:00:00  2.500   214.0   221.0
2017.08.30 (242) 08:05:00  2.400   209.0   217.0
2017.08.30 (242) 08:10:00  2.300   217.0   231.0
2017.08.30 (242) 08:15:00  2.200   221.0   238.0
2017.08.30 (242) 08:20:00  NaN     NaN     NaN  
2017.08.30 (242) 08:25:00  NaN     NaN     NaN  
2017.08.30 (242) 08:30:00  NaN     NaN     NaN  
2017.08.30 (242) 08:35:00  NaN     NaN     NaN  
2017.08.30 (242) 08:40:00  NaN     NaN     NaN  
2017.08.30 (242) 08:45:00  NaN     NaN     NaN  
2017.08.30 (242) 08:50:00  NaN     NaN     NaN  
2017.08.30 (242) 08:55:00  2.300   271.0   293.0
2017.08.30 (242) 09:00:00  2.500   250.0   276.0
2017.08.30 (242) 09:05:00  2.800   240.0   257.0
2017.08.30 (242) 09:10:00  3.100   236.0   250.0
2017.08.30 (242) 09:15:00  3.400   219.0   240.0
2017.08.30 (242) 09:20:00  3.600   219.0   240.0
2017.08.30 (242) 09:25:00  3.800   219.0   231.0
2017.08.30 (242) 09:30:00  3.900   214.0   226.0
2017.08.30 (242) 09:35:00  4.100   212.0   236.0
2017.08.30 (242) 09:40:00  4.300   214.0   231.0
2017.08.30 (242) 09:45:00  4.400   214.0   231.0
2017.08.30 (242) 09:50:00  4.400   212.0   224.0
2017.08.30 (242) 09:55:00  4.500   219.0   228.0
2017.08.30 (242) 10:00:00  4.600   214.0   236.0
2017.08.30 (242) 10:05:00  4.700   221.0   231.0
2017.08.30 (242) 10:10:00  4.700   221.0   226.0
2017.08.30 (242) 10:15:00  4.900   217.0   240.0
2017.08.30 (242) 10:20:00  5.100   236.0   240.0
2017.08.30 (242) 10:25:00  5.200   238.0   243.0
2017.08.30 (242) 10:30:00  5.200   221.0   245.0
2017.08.30 (242) 10:35:00  5.100   221.0   250.0
2017.08.30 (242) 10:40:00  5.000   231.0   245.0
2017.08.30 (242) 10:45:00  4.900   228.0   259.0
2017.08.30 (242) 10:50:00  5.100   238.0   264.0
2017.08.30 (242) 10:55:00  5.100   219.0   257.0
2017.08.30 (242) 11:00:00  5.200   212.0   269.0
2017.08.30 (242) 11:05:00  5.300   243.0   266.0
2017.08.30 (242) 11:10:00  5.100   233.0   262.0
2017.08.30 (242) 11:15:00  5.200   212.0   262.0
2017.08.30 (242) 11:20:00  5.200   205.0   264.0
2017.08.30 (242) 11:25:00  5.400   209.0   278.0
2017.08.30 (242) 11:30:00  5.500   209.0   283.0
2017.08.30 (242) 11:35:00  5.700   207.0   285.0
2017.08.30 (242) 11:40:00  5.600   209.0   281.0
2017.08.30 (242) 11:45:00  5.400   214.0   288.0
2017.08.30 (242) 11:50:00  5.700   207.0   297.0
2017.08.30 (242) 11:55:00  5.700   200.0   302.0
2017.08.30 (242) 12:00:00  5.900   205.0   316.0
2017.08.30 (242) 12:05:00  5.900   212.0   319.0
2017.08.30 (242) 12:10:00  5.900   217.0   309.0
2017.08.30 (242) 12:15:00  5.900   238.0   304.0
2017.08.30 (242) 12:20:00  5.900   219.0   288.0
2017.08.30 (242) 12:25:00  5.700   205.0   283.0
2017.08.30 (242) 12:30:00  5.600   205.0   293.0
2017.08.30 (242) 12:35:00  5.700   205.0   314.0
2017.08.30 (242) 12:40:00  5.700   205.0   328.0
2017.08.30 (242) 12:45:00  5.800   207.0   321.0
2017.08.30 (242) 12:50:00  5.800   217.0   323.0
2017.08.30 (242) 12:55:00  5.800   221.0   331.0
2017.08.30 (242) 13:00:00  5.800   219.0   333.0
2017.08.30 (242) 13:05:00  5.800   231.0   342.0
2017.08.30 (242) 13:10:00  5.700   221.0   328.0
2017.08.30 (242) 13:15:00  5.800   226.0   335.0
2017.08.30 (242) 13:20:00  5.700   228.0   354.0
2017.08.30 (242) 13:25:00  5.600   224.0   312.0
2017.08.30 (242) 13:30:00  5.700   217.0   371.0
2017.08.30 (242) 13:35:00  5.800   221.0   357.0
2017.08.30 (242) 13:40:00  5.800   NaN     383.0
2017.08.30 (242) 13:45:00  5.800   NaN     376.0
2017.08.30 (242) 13:50:00  5.700   NaN     376.0
2017.08.30 (242) 13:55:00  5.800   NaN     380.0
2017.08.30 (242) 14:00:00  5.900   NaN     350.0
2017.08.30 (242) 14:05:00  5.900   NaN     366.0
2017.08.30 (242) 14:10:00  5.900   NaN     399.0
2017.08.30 (242) 14:15:00  6.000   NaN     392.0
2017.08.30 (242) 14:20:00  6.000   NaN     392.0
2017.08.30 (242) 14:25:00  6.000   NaN     369.0
2017.08.30 (242) 14:30:00  6.200   NaN     361.0
2017.08.30 (242) 14:35:00  6.400   NaN     361.0
2017.08.30 (242) 14:40:00  6.500   NaN     350.0
2017.08.30 (242) 14:45:00  6.600   186.0   342.0
2017.08.30 (242) 14:50:00  6.600   NaN     328.0
2017.08.30 (242) 14:55:00  6.600   183.0   333.0
2017.08.30 (242) 15:00:00  6.600   179.0   328.0
2017.08.30 (242) 15:05:00  6.600   176.0   326.0
2017.08.30 (242) 15:10:00  6.600   176.0   326.0
2017.08.30 (242) 15:15:00  6.700   164.0   333.0
2017.08.30 (242) 15:20:00  6.800   160.0   326.0
2017.08.30 (242) 15:25:00  6.800   176.0   342.0
2017.08.30 (242) 15:30:00  6.800   153.0   338.0
2017.08.30 (242) 15:35:00  7.000   148.0   328.0
2017.08.30 (242) 15:40:00  7.000   148.0   328.0
2017.08.30 (242) 15:45:00  7.000   143.0   326.0
2017.08.30 (242) 15:50:00  7.100   145.0   326.0
2017.08.30 (242) 15:55:00  7.100   145.0   328.0
2017.08.30 (242) 16:00:00  7.200   143.0   338.0
2017.08.30 (242) 16:05:00  7.200   143.0   323.0
2017.08.30 (242) 16:10:00  7.300   145.0   328.0
2017.08.30 (242) 16:15:00  7.300   138.0   331.0
2017.08.30 (242) 16:20:00  7.200   143.0   333.0
2017.08.30 (242) 16:25:00  7.300   141.0   347.0
2017.08.30 (242) 16:30:00  7.400   134.0   350.0
2017.08.30 (242) 16:35:00  7.600   141.0   354.0
2017.08.30 (242) 16:40:00  7.700   141.0   340.0
2017.08.30 (242) 16:45:00  7.800   141.0   335.0
2017.08.30 (242) 16:50:00  7.800   145.0   333.0
2017.08.30 (242) 16:55:00  8.000   145.0   338.0
2017.08.30 (242) 17:00:00  7.900   145.0   328.0
2017.08.30 (242) 17:05:00  8.200   143.0   331.0
2017.08.30 (242) 17:10:00  8.600   148.0   328.0
2017.08.30 (242) 17:15:00  8.700   150.0   319.0
2017.08.30 (242) 17:20:00  9.000   NaN     314.0
2017.08.30 (242) 17:25:00  9.100   143.0   304.0
2017.08.30 (242) 17:30:00  9.300   153.0   302.0
2017.08.30 (242) 17:35:00  9.400   155.0   290.0
2017.08.30 (242) 17:40:00  9.400   141.0   288.0
2017.08.30 (242) 17:45:00  9.200   157.0   278.0
2017.08.30 (242) 17:50:00  9.500   141.0   276.0
2017.08.30 (242) 17:55:00  9.500   136.0   269.0
2017.08.30 (242) 18:00:00  9.400   191.0   269.0
2017.08.30 (242) 18:05:00  9.400   200.0   266.0
2017.08.30 (242) 18:10:00  9.500   193.0   259.0
2017.08.30 (242) 18:15:00  9.300   217.0   252.0
2017.08.30 (242) 18:20:00  8.900   212.0   245.0
2017.08.30 (242) 18:25:00  8.700   224.0   250.0
2017.08.30 (242) 18:30:00  8.300   214.0   252.0
2017.08.30 (242) 18:35:00  7.900   205.0   247.0
2017.08.30 (242) 18:40:00  7.700   202.0   250.0
2017.08.30 (242) 18:45:00  7.900   205.0   252.0
2017.08.30 (242) 18:50:00  7.800   214.0   247.0
2017.08.30 (242) 18:55:00  7.400   209.0   240.0
2017.08.30 (242) 19:00:00  7.200   219.0   245.0
2017.08.30 (242) 19:05:00  NaN     NaN     NaN  
2017.08.30 (242) 19:10:00  6.600   217.0   243.0
2017.08.30 (242) 19:15:00  6.400   212.0   240.0
2017.08.30 (242) 19:20:00  6.200   214.0   240.0
2017.08.30 (242) 19:25:00  6.100   209.0   245.0
2017.08.30 (242) 19:30:00  6.100   209.0   247.0
2017.08.30 (242) 19:35:00  6.000   217.0   245.0
2017.08.30 (242) 19:40:00  6.000   224.0   240.0
2017.08.30 (242) 19:45:00  5.900   224.0   233.0
2017.08.30 (242) 19:50:00  5.700   224.0   226.0
2017.08.30 (242) 19:55:00  5.500   224.0   231.0
2017.08.30 (242) 20:00:00  5.500   219.0   240.0
2017.08.30 (242) 20:05:00  5.700   224.0   247.0
2017.08.30 (242) 20:10:00  5.700   224.0   245.0
2017.08.30 (242) 20:15:00  5.700   224.0   236.0
2017.08.30 (242) 20:20:00  5.700   221.0   233.0
2017.08.30 (242) 20:25:00  5.500   217.0   226.0
2017.08.30 (242) 20:30:00  5.400   209.0   228.0
2017.08.30 (242) 20:35:00  5.400   209.0   238.0
2017.08.30 (242) 20:40:00  5.000   207.0   226.0
2017.08.30 (242) 20:45:00  4.900   205.0   224.0
2017.08.30 (242) 20:50:00  4.700   212.0   226.0
2017.08.30 (242) 20:55:00  4.800   200.0   238.0
2017.08.30 (242) 21:00:00  4.500   205.0   231.0
2017.08.30 (242) 21:05:00  4.300   202.0   221.0
2017.08.30 (242) 21:10:00  4.100   200.0   226.0
2017.08.30 (242) 21:15:00  3.800   193.0   236.0
2017.08.30 (242) 21:20:00  3.700   200.0   247.0
2017.08.30 (242) 21:25:00  3.600   200.0   259.0
2017.08.30 (242) 21:30:00  3.600   212.0   271.0
2017.08.30 (242) 21:35:00  3.600   221.0   264.0
2017.08.30 (242) 21:40:00  3.500   224.0   250.0
2017.08.30 (242) 21:45:00  3.300   217.0   243.0
2017.08.30 (242) 21:50:00  3.300   209.0   259.0
2017.08.30 (242) 21:55:00  3.500   212.0   262.0
2017.08.30 (242) 22:00:00  3.300   217.0   252.0
2017.08.30 (242) 22:05:00  3.200   212.0   240.0
2017.08.30 (242) 22:10:00  3.200   226.0   264.0
2017.08.30 (242) 22:15:00  3.200   226.0   255.0
2017.08.30 (242) 22:20:00  3.100   221.0   257.0
2017.08.30 (242) 22:25:00  3.100   236.0   269.0
2017.08.30 (242) 22:30:00  3.100   250.0   281.0
2017.08.30 (242) 22:35:00  3.100   252.0   276.0
2017.08.30 (242) 22:40:00  3.100   240.0   266.0
2017.08.30 (242) 22:45:00  3.100   238.0   262.0
2017.08.30 (242) 22:50:00  3.100   238.0   262.0
2017.08.30 (242) 22:55:00  3.100   233.0   259.0
2017.08.30 (242) 23:00:00  3.100   224.0   269.0
2017.08.30 (242) 23:05:00  3.000   236.0   257.0
2017.08.30 (242) 23:10:00  3.000   233.0   259.0
2017.08.30 (242) 23:15:00  2.900   238.0   255.0
2017.08.30 (242) 23:20:00  2.800   231.0   250.0
2017.08.30 (242) 23:25:00  2.700   231.0   247.0
2017.08.30 (242) 23:30:00  2.700   236.0   257.0
2017.08.30 (242) 23:35:00  2.700   233.0   262.0
2017.08.30 (242) 23:40:00  2.700   233.0   257.0
2017.08.30 (242) 23:45:00  2.700   231.0   278.0
2017.08.30 (242) 23:50:00  2.700   238.0   278.0
2017.08.30 (242) 23:55:00  2.600   240.0   257.0
