yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.28 (240) 03:30:00  2.700   247.0   265.0
2017.08.28 (240) 03:35:00  2.600   244.0   274.0
2017.08.28 (240) 03:40:00  2.600   253.0   295.0
2017.08.28 (240) 03:45:00  2.900   260.0   348.0
2017.08.28 (240) 03:50:00  2.800   271.0   325.0
2017.08.28 (240) 03:55:00  2.800   269.0   303.0
2017.08.28 (240) 04:00:00  2.900   272.0   330.0
2017.08.28 (240) 04:05:00  2.900   281.0   342.0
2017.08.28 (240) 04:10:00  2.900   280.0   328.0
2017.08.28 (240) 04:15:00  2.900   278.0   322.0
2017.08.28 (240) 04:20:00  3.000   272.0   313.0
2017.08.28 (240) 04:25:00  2.600   292.0   310.0
2017.08.28 (240) 04:30:00  4.400   304.0   307.0
2017.08.28 (240) 04:35:00  NaN     NaN     NaN  
2017.08.28 (240) 04:40:00  2.900   309.0   336.0
2017.08.28 (240) 04:45:00  2.900   309.0   359.0
2017.08.28 (240) 04:50:00  2.900   330.0   375.0
2017.08.28 (240) 04:55:00  2.900   365.0   409.0
2017.08.28 (240) 05:00:00  NaN     NaN     NaN  
2017.08.28 (240) 05:05:00  NaN     NaN     NaN  
2017.08.28 (240) 05:10:00  NaN     NaN     NaN  
2017.08.28 (240) 05:15:00  NaN     NaN     NaN  
2017.08.28 (240) 05:20:00  NaN     NaN     NaN  
2017.08.28 (240) 05:25:00  2.700   331.0   360.0
2017.08.28 (240) 05:30:00  3.000   307.0   335.0
2017.08.28 (240) 05:35:00  3.100   316.0   357.0
2017.08.28 (240) 05:40:00  3.100   294.0   318.0
2017.08.28 (240) 05:45:00  3.100   274.0   312.0
2017.08.28 (240) 05:50:00  3.100   251.0   288.0
2017.08.28 (240) 05:55:00  2.900   245.0   268.0
2017.08.28 (240) 06:00:00  2.900   238.0   259.0
2017.08.28 (240) 06:05:00  3.200   225.0   253.0
2017.08.28 (240) 06:10:00  3.100   225.0   248.0
2017.08.28 (240) 06:15:00  3.000   227.0   245.0
2017.08.28 (240) 06:20:00  3.000   225.0   245.0
2017.08.28 (240) 06:25:00  3.300   238.0   259.0
2017.08.28 (240) 06:30:00  3.100   238.0   253.0
2017.08.28 (240) 06:35:00  3.100   230.0   248.0
2017.08.28 (240) 06:40:00  3.200   222.0   244.0
2017.08.28 (240) 06:45:00  3.200   222.0   239.0
2017.08.28 (240) 06:50:00  3.000   219.0   230.0
2017.08.28 (240) 06:55:00  3.000   218.0   236.0
2017.08.28 (240) 07:00:00  3.200   216.0   230.0
2017.08.28 (240) 07:05:00  2.900   212.0   224.0
2017.08.28 (240) 07:10:00  2.800   213.0   219.0
2017.08.28 (240) 07:15:00  2.800   212.0   227.0
2017.08.28 (240) 07:20:00  2.400   209.0   222.0
2017.08.28 (240) 07:25:00  2.200   212.0   218.0
2017.08.28 (240) 07:30:00  2.400   209.0   225.0
2017.08.28 (240) 07:35:00  2.500   315.0   406.0
2017.08.28 (240) 07:40:00  2.200   244.0   307.0
2017.08.28 (240) 07:45:00  2.100   230.0   241.0
2017.08.28 (240) 07:50:00  NaN     245.0   NaN  
2017.08.28 (240) 07:55:00  2.200   277.0   354.0
2017.08.28 (240) 08:00:00  2.200   307.0   341.0
2017.08.28 (240) 08:05:00  2.000   350.0   410.0
2017.08.28 (240) 08:10:00  1.900   260.0   265.0
2017.08.28 (240) 08:15:00  1.800   300.0   298.0
2017.08.28 (240) 08:20:00  1.800   294.0   298.0
2017.08.28 (240) 08:25:00  1.800   286.0   289.0
2017.08.28 (240) 08:30:00  2.100   272.0   283.0
2017.08.28 (240) 08:35:00  NaN     298.0   NaN  
2017.08.28 (240) 08:40:00  NaN     297.0   NaN  
2017.08.28 (240) 08:45:00  2.200   315.0   398.0
2017.08.28 (240) 08:50:00  2.300   280.0   392.0
2017.08.28 (240) 08:55:00  2.500   298.0   324.0
2017.08.28 (240) 09:00:00  2.400   266.0   288.0
2017.08.28 (240) 09:05:00  2.700   256.0   278.0
2017.08.28 (240) 09:10:00  3.100   245.0   280.0
2017.08.28 (240) 09:15:00  3.200   236.0   251.0
2017.08.28 (240) 09:20:00  3.500   225.0   244.0
2017.08.28 (240) 09:25:00  3.700   222.0   239.0
2017.08.28 (240) 09:30:00  3.900   218.0   238.0
2017.08.28 (240) 09:35:00  4.000   221.0   228.0
2017.08.28 (240) 09:40:00  4.100   222.0   230.0
2017.08.28 (240) 09:45:00  4.200   216.0   230.0
2017.08.28 (240) 09:50:00  4.200   218.0   231.0
2017.08.28 (240) 09:55:00  4.400   222.0   230.0
2017.08.28 (240) 10:00:00  4.400   222.0   230.0
2017.08.28 (240) 10:05:00  4.700   228.0   239.0
2017.08.28 (240) 10:10:00  4.800   228.0   242.0
2017.08.28 (240) 10:15:00  4.800   225.0   242.0
2017.08.28 (240) 10:20:00  4.800   227.0   241.0
2017.08.28 (240) 10:25:00  5.200   231.0   248.0
2017.08.28 (240) 10:30:00  5.300   231.0   253.0
2017.08.28 (240) 10:35:00  5.200   238.0   253.0
2017.08.28 (240) 10:40:00  5.200   231.0   253.0
2017.08.28 (240) 10:45:00  5.300   227.0   257.0
2017.08.28 (240) 10:50:00  5.200   227.0   254.0
2017.08.28 (240) 10:55:00  5.400   227.0   247.0
2017.08.28 (240) 11:00:00  5.400   233.0   256.0
2017.08.28 (240) 11:05:00  5.400   231.0   256.0
2017.08.28 (240) 11:10:00  5.300   224.0   257.0
2017.08.28 (240) 11:15:00  5.300   224.0   263.0
2017.08.28 (240) 11:20:00  5.300   228.0   263.0
2017.08.28 (240) 11:25:00  5.300   231.0   260.0
2017.08.28 (240) 11:30:00  5.300   228.0   260.0
2017.08.28 (240) 11:35:00  5.300   219.0   271.0
2017.08.28 (240) 11:40:00  5.300   177.0   271.0
2017.08.28 (240) 11:45:00  5.400   174.0   274.0
2017.08.28 (240) 11:50:00  5.200   177.0   263.0
2017.08.28 (240) 11:55:00  5.300   181.0   272.0
2017.08.28 (240) 12:00:00  5.400   216.0   294.0
2017.08.28 (240) 12:05:00  5.300   216.0   300.0
2017.08.28 (240) 12:10:00  5.400   218.0   300.0
2017.08.28 (240) 12:15:00  5.500   218.0   306.0
2017.08.28 (240) 12:20:00  5.600   212.0   300.0
2017.08.28 (240) 12:25:00  5.400   206.0   303.0
2017.08.28 (240) 12:30:00  5.500   204.0   297.0
2017.08.28 (240) 12:35:00  5.600   200.0   321.0
2017.08.28 (240) 12:40:00  5.800   200.0   321.0
2017.08.28 (240) 12:45:00  5.900   207.0   309.0
2017.08.28 (240) 12:50:00  6.000   198.0   307.0
2017.08.28 (240) 12:55:00  6.300   206.0   307.0
2017.08.28 (240) 13:00:00  6.300   181.0   310.0
2017.08.28 (240) 13:05:00  6.400   195.0   306.0
2017.08.28 (240) 13:10:00  6.300   168.0   310.0
2017.08.28 (240) 13:15:00  6.300   189.0   307.0
2017.08.28 (240) 13:20:00  6.000   204.0   319.0
2017.08.28 (240) 13:25:00  6.200   207.0   327.0
2017.08.28 (240) 13:30:00  6.300   209.0   325.0
2017.08.28 (240) 13:35:00  6.400   203.0   321.0
2017.08.28 (240) 13:40:00  6.400   200.0   324.0
2017.08.28 (240) 13:45:00  6.400   203.0   327.0
2017.08.28 (240) 13:50:00  6.500   180.0   330.0
2017.08.28 (240) 13:55:00  6.600   203.0   324.0
2017.08.28 (240) 14:00:00  6.700   215.0   327.0
2017.08.28 (240) 14:05:00  7.000   224.0   322.0
2017.08.28 (240) 14:10:00  7.100   204.0   316.0
2017.08.28 (240) 14:15:00  7.200   204.0   312.0
2017.08.28 (240) 14:20:00  7.200   198.0   309.0
2017.08.28 (240) 14:25:00  7.400   221.0   304.0
2017.08.28 (240) 14:30:00  7.400   200.0   298.0
2017.08.28 (240) 14:35:00  7.500   212.0   295.0
2017.08.28 (240) 14:40:00  7.400   200.0   294.0
2017.08.28 (240) 14:45:00  7.200   201.0   295.0
2017.08.28 (240) 14:50:00  7.000   207.0   289.0
2017.08.28 (240) 14:55:00  7.000   224.0   301.0
2017.08.28 (240) 15:00:00  6.800   225.0   306.0
2017.08.28 (240) 15:05:00  6.700   212.0   331.0
2017.08.28 (240) 15:10:00  6.900   210.0   375.0
2017.08.28 (240) 15:15:00  7.100   210.0   377.0
2017.08.28 (240) 15:20:00  7.200   215.0   366.0
2017.08.28 (240) 15:25:00  7.200   212.0   362.0
2017.08.28 (240) 15:30:00  7.300   215.0   348.0
2017.08.28 (240) 15:35:00  7.400   207.0   348.0
2017.08.28 (240) 15:40:00  7.500   203.0   344.0
2017.08.28 (240) 15:45:00  7.600   209.0   338.0
2017.08.28 (240) 15:50:00  7.700   203.0   338.0
2017.08.28 (240) 15:55:00  7.900   194.0   342.0
2017.08.28 (240) 16:00:00  7.800   206.0   328.0
2017.08.28 (240) 16:05:00  7.900   204.0   321.0
2017.08.28 (240) 16:10:00  8.000   212.0   335.0
2017.08.28 (240) 16:15:00  8.000   203.0   333.0
2017.08.28 (240) 16:20:00  8.200   203.0   330.0
2017.08.28 (240) 16:25:00  8.300   201.0   335.0
2017.08.28 (240) 16:30:00  8.300   201.0   327.0
2017.08.28 (240) 16:35:00  8.400   203.0   333.0
2017.08.28 (240) 16:40:00  8.400   201.0   328.0
2017.08.28 (240) 16:45:00  8.500   315.0   330.0
2017.08.28 (240) 16:50:00  8.800   315.0   330.0
2017.08.28 (240) 16:55:00  8.900   307.0   316.0
2017.08.28 (240) 17:00:00  9.100   307.0   319.0
2017.08.28 (240) 17:05:00  9.100   301.0   312.0
2017.08.28 (240) 17:10:00  9.100   298.0   309.0
2017.08.28 (240) 17:15:00  9.300   295.0   301.0
2017.08.28 (240) 17:20:00  9.300   285.0   295.0
2017.08.28 (240) 17:25:00  9.400   228.0   289.0
2017.08.28 (240) 17:30:00  9.300   216.0   280.0
2017.08.28 (240) 17:35:00  9.300   228.0   278.0
2017.08.28 (240) 17:40:00  9.300   206.0   269.0
2017.08.28 (240) 17:45:00  9.400   204.0   272.0
2017.08.28 (240) 17:50:00  9.400   219.0   263.0
2017.08.28 (240) 17:55:00  9.300   251.0   262.0
2017.08.28 (240) 18:00:00  9.300   230.0   259.0
2017.08.28 (240) 18:05:00  9.400   219.0   256.0
2017.08.28 (240) 18:10:00  9.300   227.0   251.0
2017.08.28 (240) 18:15:00  9.300   207.0   250.0
2017.08.28 (240) 18:20:00  8.900   206.0   250.0
2017.08.28 (240) 18:25:00  8.400   201.0   248.0
2017.08.28 (240) 18:30:00  8.300   203.0   253.0
2017.08.28 (240) 18:35:00  8.400   181.0   265.0
2017.08.28 (240) 18:40:00  8.400   225.0   268.0
2017.08.28 (240) 18:45:00  7.700   225.0   251.0
2017.08.28 (240) 18:50:00  8.000   200.0   260.0
2017.08.28 (240) 18:55:00  7.700   210.0   257.0
2017.08.28 (240) 19:00:00  7.500   206.0   244.0
2017.08.28 (240) 19:05:00  7.500   210.0   248.0
2017.08.28 (240) 19:10:00  7.300   209.0   254.0
2017.08.28 (240) 19:15:00  7.100   241.0   254.0
2017.08.28 (240) 19:20:00  7.100   215.0   250.0
2017.08.28 (240) 19:25:00  7.000   221.0   256.0
2017.08.28 (240) 19:30:00  7.100   218.0   250.0
2017.08.28 (240) 19:35:00  7.000   224.0   244.0
2017.08.28 (240) 19:40:00  6.800   222.0   241.0
2017.08.28 (240) 19:45:00  6.800   230.0   244.0
2017.08.28 (240) 19:50:00  6.600   234.0   236.0
2017.08.28 (240) 19:55:00  6.700   227.0   242.0
2017.08.28 (240) 20:00:00  6.400   222.0   234.0
2017.08.28 (240) 20:05:00  6.200   230.0   227.0
2017.08.28 (240) 20:10:00  5.900   212.0   225.0
2017.08.28 (240) 20:15:00  5.700   228.0   231.0
2017.08.28 (240) 20:20:00  5.600   216.0   230.0
2017.08.28 (240) 20:25:00  5.600   224.0   233.0
2017.08.28 (240) 20:30:00  5.600   225.0   234.0
2017.08.28 (240) 20:35:00  5.400   218.0   227.0
2017.08.28 (240) 20:40:00  5.300   216.0   231.0
2017.08.28 (240) 20:45:00  5.200   215.0   230.0
2017.08.28 (240) 20:50:00  5.100   215.0   231.0
2017.08.28 (240) 20:55:00  4.800   216.0   230.0
2017.08.28 (240) 21:00:00  4.800   209.0   239.0
2017.08.28 (240) 21:05:00  4.500   215.0   239.0
2017.08.28 (240) 21:10:00  4.400   212.0   230.0
2017.08.28 (240) 21:15:00  4.400   209.0   231.0
2017.08.28 (240) 21:20:00  4.200   207.0   230.0
2017.08.28 (240) 21:25:00  4.200   209.0   234.0
2017.08.28 (240) 21:30:00  4.000   207.0   224.0
2017.08.28 (240) 21:35:00  3.800   204.0   225.0
2017.08.28 (240) 21:40:00  3.600   206.0   228.0
2017.08.28 (240) 21:45:00  3.500   203.0   224.0
2017.08.28 (240) 21:50:00  3.400   207.0   231.0
2017.08.28 (240) 21:55:00  3.300   206.0   238.0
2017.08.28 (240) 22:00:00  3.200   209.0   234.0
2017.08.28 (240) 22:05:00  3.100   212.0   236.0
2017.08.28 (240) 22:10:00  3.000   210.0   233.0
2017.08.28 (240) 22:15:00  2.900   215.0   234.0
2017.08.28 (240) 22:20:00  2.800   210.0   230.0
2017.08.28 (240) 22:25:00  2.700   213.0   236.0
2017.08.28 (240) 22:30:00  2.700   221.0   245.0
2017.08.28 (240) 22:35:00  2.600   221.0   233.0
2017.08.28 (240) 22:40:00  2.500   219.0   234.0
2017.08.28 (240) 22:45:00  2.400   227.0   263.0
2017.08.28 (240) 22:50:00  2.400   230.0   286.0
2017.08.28 (240) 22:55:00  2.300   239.0   283.0
2017.08.28 (240) 23:00:00  2.300   253.0   292.0
2017.08.28 (240) 23:05:00  2.300   257.0   292.0
2017.08.28 (240) 23:10:00  2.300   269.0   301.0
2017.08.28 (240) 23:15:00  2.300   274.0   307.0
2017.08.28 (240) 23:20:00  2.300   272.0   309.0
2017.08.28 (240) 23:25:00  2.200   281.0   295.0
2017.08.28 (240) 23:30:00  2.200   283.0   295.0
2017.08.28 (240) 23:35:00  2.300   285.0   318.0
2017.08.28 (240) 23:40:00  2.300   283.0   307.0
2017.08.28 (240) 23:45:00  2.200   285.0   309.0
2017.08.28 (240) 23:50:00  2.200   283.0   303.0
2017.08.28 (240) 23:55:00  2.200   286.0   306.0
