yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.15 (227) 04:40:00  2.500   270.0   358.0
2017.08.15 (227) 04:45:00  2.400   267.0   340.0
2017.08.15 (227) 04:50:00  2.600   294.0   342.0
2017.08.15 (227) 04:55:00  2.400   293.0   360.0
2017.08.15 (227) 05:00:00  NaN     283.0   NaN  
2017.08.15 (227) 05:05:00  2.600   273.0   306.0
2017.08.15 (227) 05:10:00  2.600   271.0   311.0
2017.08.15 (227) 05:15:00  2.700   256.0   302.0
2017.08.15 (227) 05:20:00  2.700   245.0   294.0
2017.08.15 (227) 05:25:00  2.600   245.0   288.0
2017.08.15 (227) 05:30:00  2.800   237.0   293.0
2017.08.15 (227) 05:35:00  2.900   241.0   291.0
2017.08.15 (227) 05:40:00  2.900   236.0   283.0
2017.08.15 (227) 05:45:00  2.900   233.0   276.0
2017.08.15 (227) 05:50:00  2.900   231.0   282.0
2017.08.15 (227) 05:55:00  2.900   234.0   273.0
2017.08.15 (227) 06:00:00  3.000   231.0   277.0
2017.08.15 (227) 06:05:00  2.900   228.0   270.0
2017.08.15 (227) 06:10:00  2.900   221.0   247.0
2017.08.15 (227) 06:15:00  2.900   213.0   250.0
2017.08.15 (227) 06:20:00  2.800   211.0   239.0
2017.08.15 (227) 06:25:00  2.600   213.0   251.0
2017.08.15 (227) 06:30:00  2.300   210.0   227.0
2017.08.15 (227) 06:35:00  2.100   216.0   236.0
2017.08.15 (227) 06:40:00  2.000   210.0   239.0
2017.08.15 (227) 06:45:00  2.000   208.0   230.0
2017.08.15 (227) 06:50:00  NaN     NaN     NaN  
2017.08.15 (227) 06:55:00  NaN     NaN     NaN  
2017.08.15 (227) 07:00:00  NaN     NaN     NaN  
2017.08.15 (227) 07:05:00  1.900   254.0   286.0
2017.08.15 (227) 07:10:00  NaN     NaN     NaN  
2017.08.15 (227) 07:15:00  NaN     NaN     NaN  
2017.08.15 (227) 07:20:00  NaN     NaN     NaN  
2017.08.15 (227) 07:25:00  NaN     NaN     NaN  
2017.08.15 (227) 07:30:00  NaN     NaN     NaN  
2017.08.15 (227) 07:35:00  NaN     NaN     NaN  
2017.08.15 (227) 07:40:00  NaN     NaN     NaN  
2017.08.15 (227) 07:45:00  NaN     NaN     NaN  
2017.08.15 (227) 07:50:00  NaN     NaN     NaN  
2017.08.15 (227) 07:55:00  NaN     NaN     NaN  
2017.08.15 (227) 08:00:00  NaN     NaN     NaN  
2017.08.15 (227) 08:05:00  NaN     NaN     NaN  
2017.08.15 (227) 08:10:00  NaN     NaN     NaN  
2017.08.15 (227) 08:15:00  NaN     NaN     NaN  
2017.08.15 (227) 08:20:00  NaN     NaN     NaN  
2017.08.15 (227) 08:25:00  NaN     NaN     NaN  
2017.08.15 (227) 08:30:00  NaN     NaN     NaN  
2017.08.15 (227) 08:35:00  NaN     NaN     NaN  
2017.08.15 (227) 08:40:00  NaN     NaN     NaN  
2017.08.15 (227) 08:45:00  NaN     NaN     NaN  
2017.08.15 (227) 08:50:00  NaN     NaN     NaN  
2017.08.15 (227) 08:55:00  NaN     NaN     NaN  
2017.08.15 (227) 09:00:00  NaN     NaN     NaN  
2017.08.15 (227) 09:05:00  NaN     NaN     NaN  
2017.08.15 (227) 09:10:00  2.300   207.0   305.0
2017.08.15 (227) 09:15:00  2.300   208.0   291.0
2017.08.15 (227) 09:20:00  2.500   264.0   299.0
2017.08.15 (227) 09:25:00  2.900   256.0   279.0
2017.08.15 (227) 09:30:00  3.400   244.0   268.0
2017.08.15 (227) 09:35:00  3.400   210.0   241.0
2017.08.15 (227) 09:40:00  3.600   208.0   230.0
2017.08.15 (227) 09:45:00  4.100   208.0   231.0
2017.08.15 (227) 09:50:00  3.900   208.0   227.0
2017.08.15 (227) 09:55:00  4.000   204.0   218.0
2017.08.15 (227) 10:00:00  3.900   205.0   219.0
2017.08.15 (227) 10:05:00  3.900   207.0   224.0
2017.08.15 (227) 10:10:00  4.100   205.0   228.0
2017.08.15 (227) 10:15:00  4.100   179.0   231.0
2017.08.15 (227) 10:20:00  4.300   204.0   231.0
2017.08.15 (227) 10:25:00  4.200   178.0   225.0
2017.08.15 (227) 10:30:00  4.200   182.0   225.0
2017.08.15 (227) 10:35:00  4.100   179.0   233.0
2017.08.15 (227) 10:40:00  4.300   181.0   233.0
2017.08.15 (227) 10:45:00  4.500   205.0   245.0
2017.08.15 (227) 10:50:00  4.500   205.0   241.0
2017.08.15 (227) 10:55:00  4.500   202.0   237.0
2017.08.15 (227) 11:00:00  4.300   178.0   247.0
2017.08.15 (227) 11:05:00  4.400   175.0   236.0
2017.08.15 (227) 11:10:00  4.200   181.0   227.0
2017.08.15 (227) 11:15:00  4.600   184.0   237.0
2017.08.15 (227) 11:20:00  4.700   179.0   256.0
2017.08.15 (227) 11:25:00  4.800   179.0   254.0
2017.08.15 (227) 11:30:00  4.800   215.0   250.0
2017.08.15 (227) 11:35:00  4.700   210.0   245.0
2017.08.15 (227) 11:40:00  4.600   205.0   265.0
2017.08.15 (227) 11:45:00  4.600   196.0   274.0
2017.08.15 (227) 11:50:00  4.800   204.0   271.0
2017.08.15 (227) 11:55:00  4.800   202.0   267.0
2017.08.15 (227) 12:00:00  4.900   201.0   271.0
2017.08.15 (227) 12:05:00  4.900   192.0   268.0
2017.08.15 (227) 12:10:00  4.400   193.0   236.0
2017.08.15 (227) 12:15:00  4.500   199.0   288.0
2017.08.15 (227) 12:20:00  4.200   192.0   205.0
2017.08.15 (227) 12:25:00  4.200   187.0   202.0
2017.08.15 (227) 12:30:00  4.300   182.0   222.0
2017.08.15 (227) 12:35:00  4.200   185.0   208.0
2017.08.15 (227) 12:40:00  4.200   190.0   215.0
2017.08.15 (227) 12:45:00  4.100   184.0   207.0
2017.08.15 (227) 12:50:00  4.100   189.0   207.0
2017.08.15 (227) 12:55:00  4.800   187.0   415.0
2017.08.15 (227) 13:00:00  4.800   187.0   400.0
2017.08.15 (227) 13:05:00  5.000   185.0   391.0
2017.08.15 (227) 13:10:00  5.100   187.0   371.0
2017.08.15 (227) 13:15:00  5.300   185.0   372.0
2017.08.15 (227) 13:20:00  5.400   184.0   358.0
2017.08.15 (227) 13:25:00  5.200   178.0   346.0
2017.08.15 (227) 13:30:00  5.200   175.0   352.0
2017.08.15 (227) 13:35:00  5.300   176.0   348.0
2017.08.15 (227) 13:40:00  5.200   187.0   351.0
2017.08.15 (227) 13:45:00  5.200   176.0   369.0
2017.08.15 (227) 13:50:00  5.100   202.0   398.0
2017.08.15 (227) 13:55:00  5.300   193.0   410.0
2017.08.15 (227) 14:00:00  5.300   189.0   409.0
2017.08.15 (227) 14:05:00  5.300   193.0   404.0
2017.08.15 (227) 14:10:00  5.600   184.0   387.0
2017.08.15 (227) 14:15:00  5.800   179.0   374.0
2017.08.15 (227) 14:20:00  5.900   187.0   354.0
2017.08.15 (227) 14:25:00  6.300   187.0   337.0
2017.08.15 (227) 14:30:00  6.400   181.0   329.0
2017.08.15 (227) 14:35:00  6.600   185.0   325.0
2017.08.15 (227) 14:40:00  6.800   182.0   325.0
2017.08.15 (227) 14:45:00  6.900   185.0   320.0
2017.08.15 (227) 14:50:00  7.000   190.0   322.0
2017.08.15 (227) 14:55:00  7.300   190.0   312.0
2017.08.15 (227) 15:00:00  7.600   187.0   311.0
2017.08.15 (227) 15:05:00  7.800   179.0   306.0
2017.08.15 (227) 15:10:00  8.100   198.0   300.0
2017.08.15 (227) 15:15:00  8.300   193.0   291.0
2017.08.15 (227) 15:20:00  8.200   211.0   277.0
2017.08.15 (227) 15:25:00  8.500   219.0   267.0
2017.08.15 (227) 15:30:00  8.500   210.0   276.0
2017.08.15 (227) 15:35:00  8.600   207.0   265.0
2017.08.15 (227) 15:40:00  8.400   213.0   270.0
2017.08.15 (227) 15:45:00  8.000   211.0   264.0
2017.08.15 (227) 15:50:00  7.700   218.0   268.0
2017.08.15 (227) 15:55:00  7.700   198.0   279.0
2017.08.15 (227) 16:00:00  7.700   224.0   290.0
2017.08.15 (227) 16:05:00  8.300   247.0   299.0
2017.08.15 (227) 16:10:00  8.500   233.0   299.0
2017.08.15 (227) 16:15:00  8.600   277.0   288.0
2017.08.15 (227) 16:20:00  8.300   262.0   268.0
2017.08.15 (227) 16:25:00  8.000   279.0   262.0
2017.08.15 (227) 16:30:00  7.900   241.0   265.0
2017.08.15 (227) 16:35:00  7.600   219.0   262.0
2017.08.15 (227) 16:40:00  7.100   207.0   265.0
2017.08.15 (227) 16:45:00  7.100   195.0   265.0
2017.08.15 (227) 16:50:00  6.900   195.0   280.0
2017.08.15 (227) 16:55:00  6.800   208.0   293.0
2017.08.15 (227) 17:00:00  6.700   216.0   297.0
2017.08.15 (227) 17:05:00  6.900   198.0   302.0
2017.08.15 (227) 17:10:00  7.000   208.0   312.0
2017.08.15 (227) 17:15:00  7.000   213.0   297.0
2017.08.15 (227) 17:20:00  7.100   218.0   294.0
2017.08.15 (227) 17:25:00  7.500   254.0   293.0
2017.08.15 (227) 17:30:00  7.200   242.0   291.0
2017.08.15 (227) 17:35:00  7.300   204.0   291.0
2017.08.15 (227) 17:40:00  7.400   280.0   294.0
2017.08.15 (227) 17:45:00  7.500   230.0   267.0
2017.08.15 (227) 17:50:00  7.500   189.0   279.0
2017.08.15 (227) 17:55:00  7.300   210.0   274.0
2017.08.15 (227) 18:00:00  7.000   199.0   257.0
2017.08.15 (227) 18:05:00  6.900   195.0   260.0
2017.08.15 (227) 18:10:00  7.000   189.0   302.0
2017.08.15 (227) 18:15:00  6.700   241.0   285.0
2017.08.15 (227) 18:20:00  6.800   216.0   283.0
2017.08.15 (227) 18:25:00  6.800   231.0   283.0
2017.08.15 (227) 18:30:00  6.800   205.0   271.0
2017.08.15 (227) 18:35:00  6.900   213.0   271.0
2017.08.15 (227) 18:40:00  6.800   251.0   270.0
2017.08.15 (227) 18:45:00  6.400   216.0   257.0
2017.08.15 (227) 18:50:00  6.300   215.0   253.0
2017.08.15 (227) 18:55:00  6.500   233.0   271.0
2017.08.15 (227) 19:00:00  6.500   211.0   279.0
2017.08.15 (227) 19:05:00  6.600   219.0   280.0
2017.08.15 (227) 19:10:00  6.700   213.0   280.0
2017.08.15 (227) 19:15:00  6.800   222.0   265.0
2017.08.15 (227) 19:20:00  6.800   257.0   267.0
2017.08.15 (227) 19:25:00  6.800   234.0   256.0
2017.08.15 (227) 19:30:00  6.600   224.0   244.0
2017.08.15 (227) 19:35:00  6.500   219.0   251.0
2017.08.15 (227) 19:40:00  6.500   225.0   242.0
2017.08.15 (227) 19:45:00  6.600   234.0   264.0
2017.08.15 (227) 19:50:00  6.500   242.0   242.0
2017.08.15 (227) 19:55:00  6.500   230.0   236.0
2017.08.15 (227) 20:00:00  6.300   213.0   234.0
2017.08.15 (227) 20:05:00  6.100   221.0   227.0
2017.08.15 (227) 20:10:00  5.200   211.0   221.0
2017.08.15 (227) 20:15:00  5.200   211.0   236.0
2017.08.15 (227) 20:20:00  4.900   225.0   233.0
2017.08.15 (227) 20:25:00  4.800   208.0   227.0
2017.08.15 (227) 20:30:00  4.700   210.0   244.0
2017.08.15 (227) 20:35:00  4.400   210.0   230.0
2017.08.15 (227) 20:40:00  4.300   210.0   234.0
2017.08.15 (227) 20:45:00  4.200   211.0   236.0
2017.08.15 (227) 20:50:00  4.300   205.0   250.0
2017.08.15 (227) 20:55:00  4.200   210.0   265.0
2017.08.15 (227) 21:00:00  4.200   222.0   250.0
2017.08.15 (227) 21:05:00  4.000   211.0   242.0
2017.08.15 (227) 21:10:00  3.800   201.0   227.0
2017.08.15 (227) 21:15:00  3.700   199.0   237.0
2017.08.15 (227) 21:20:00  3.500   211.0   268.0
2017.08.15 (227) 21:25:00  3.600   213.0   274.0
2017.08.15 (227) 21:30:00  3.700   215.0   280.0
2017.08.15 (227) 21:35:00  3.800   233.0   285.0
2017.08.15 (227) 21:40:00  3.800   224.0   254.0
2017.08.15 (227) 21:45:00  3.800   211.0   254.0
2017.08.15 (227) 21:50:00  3.900   201.0   234.0
2017.08.15 (227) 21:55:00  3.600   198.0   233.0
2017.08.15 (227) 22:00:00  3.500   193.0   253.0
2017.08.15 (227) 22:05:00  3.500   210.0   253.0
2017.08.15 (227) 22:10:00  3.200   207.0   236.0
2017.08.15 (227) 22:15:00  3.200   201.0   245.0
2017.08.15 (227) 22:20:00  3.100   205.0   236.0
2017.08.15 (227) 22:25:00  3.200   207.0   250.0
2017.08.15 (227) 22:30:00  3.100   207.0   234.0
2017.08.15 (227) 22:35:00  2.900   205.0   241.0
2017.08.15 (227) 22:40:00  2.800   201.0   221.0
2017.08.15 (227) 22:45:00  2.600   202.0   224.0
2017.08.15 (227) 22:50:00  2.600   204.0   234.0
2017.08.15 (227) 22:55:00  2.300   196.0   225.0
2017.08.15 (227) 23:00:00  2.400   215.0   253.0
2017.08.15 (227) 23:05:00  2.500   210.0   297.0
2017.08.15 (227) 23:10:00  2.300   231.0   265.0
2017.08.15 (227) 23:15:00  2.200   225.0   251.0
2017.08.15 (227) 23:20:00  2.000   215.0   242.0
2017.08.15 (227) 23:25:00  1.900   213.0   253.0
2017.08.15 (227) 23:30:00  2.000   213.0   251.0
2017.08.15 (227) 23:35:00  1.900   335.0   404.0
2017.08.15 (227) 23:40:00  NaN     NaN     NaN  
2017.08.15 (227) 23:45:00  2.100   332.0   398.0
2017.08.15 (227) 23:50:00  2.100   323.0   375.0
2017.08.15 (227) 23:55:00  2.200   319.0   345.0
