yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.15 (227) 04:35:00  NaN     NaN     NaN  
2017.08.15 (227) 04:40:00  NaN     NaN     NaN  
2017.08.15 (227) 04:45:00  NaN     NaN     NaN  
2017.08.15 (227) 04:50:00  NaN     NaN     NaN  
2017.08.15 (227) 04:55:00  NaN     NaN     NaN  
2017.08.15 (227) 05:00:00  NaN     NaN     NaN  
2017.08.15 (227) 05:05:00  NaN     NaN     NaN  
2017.08.15 (227) 05:10:00  NaN     NaN     NaN  
2017.08.15 (227) 05:15:00  NaN     NaN     NaN  
2017.08.15 (227) 05:20:00  NaN     NaN     NaN  
2017.08.15 (227) 05:25:00  NaN     NaN     NaN  
2017.08.15 (227) 05:30:00  NaN     NaN     NaN  
2017.08.15 (227) 05:35:00  NaN     NaN     NaN  
2017.08.15 (227) 05:40:00  NaN     NaN     NaN  
2017.08.15 (227) 05:45:00  NaN     NaN     NaN  
2017.08.15 (227) 05:50:00  NaN     NaN     NaN  
2017.08.15 (227) 05:55:00  NaN     NaN     NaN  
2017.08.15 (227) 06:00:00  NaN     NaN     NaN  
2017.08.15 (227) 06:05:00  NaN     NaN     NaN  
2017.08.15 (227) 06:10:00  NaN     NaN     NaN  
2017.08.15 (227) 06:15:00  NaN     NaN     NaN  
2017.08.15 (227) 06:20:00  NaN     NaN     NaN  
2017.08.15 (227) 06:25:00  NaN     NaN     NaN  
2017.08.15 (227) 06:30:00  2.300   219.0   214.0
2017.08.15 (227) 06:35:00  2.100   217.0   224.0
2017.08.15 (227) 06:40:00  NaN     NaN     NaN  
2017.08.15 (227) 06:45:00  NaN     NaN     NaN  
2017.08.15 (227) 06:50:00  NaN     NaN     NaN  
2017.08.15 (227) 06:55:00  NaN     NaN     NaN  
2017.08.15 (227) 07:00:00  NaN     NaN     NaN  
2017.08.15 (227) 07:05:00  NaN     NaN     NaN  
2017.08.15 (227) 07:10:00  NaN     NaN     NaN  
2017.08.15 (227) 07:15:00  NaN     NaN     NaN  
2017.08.15 (227) 07:20:00  NaN     NaN     NaN  
2017.08.15 (227) 07:25:00  NaN     NaN     NaN  
2017.08.15 (227) 07:30:00  NaN     NaN     NaN  
2017.08.15 (227) 07:35:00  NaN     NaN     NaN  
2017.08.15 (227) 07:40:00  NaN     NaN     NaN  
2017.08.15 (227) 07:45:00  NaN     NaN     NaN  
2017.08.15 (227) 07:50:00  NaN     NaN     NaN  
2017.08.15 (227) 07:55:00  NaN     NaN     NaN  
2017.08.15 (227) 08:00:00  NaN     NaN     NaN  
2017.08.15 (227) 08:05:00  NaN     NaN     NaN  
2017.08.15 (227) 08:10:00  NaN     NaN     NaN  
2017.08.15 (227) 08:15:00  NaN     NaN     NaN  
2017.08.15 (227) 08:20:00  NaN     NaN     NaN  
2017.08.15 (227) 08:25:00  NaN     NaN     NaN  
2017.08.15 (227) 08:30:00  NaN     NaN     NaN  
2017.08.15 (227) 08:35:00  NaN     NaN     NaN  
2017.08.15 (227) 08:40:00  NaN     NaN     NaN  
2017.08.15 (227) 08:45:00  NaN     NaN     NaN  
2017.08.15 (227) 08:50:00  NaN     NaN     NaN  
2017.08.15 (227) 08:55:00  NaN     NaN     NaN  
2017.08.15 (227) 09:00:00  NaN     NaN     NaN  
2017.08.15 (227) 09:05:00  NaN     NaN     NaN  
2017.08.15 (227) 09:10:00  NaN     NaN     NaN  
2017.08.15 (227) 09:15:00  2.300   276.0   276.0
2017.08.15 (227) 09:20:00  2.500   255.0   257.0
2017.08.15 (227) 09:25:00  2.900   264.0   271.0
2017.08.15 (227) 09:30:00  3.100   238.0   236.0
2017.08.15 (227) 09:35:00  3.400   231.0   231.0
2017.08.15 (227) 09:40:00  3.600   221.0   228.0
2017.08.15 (227) 09:45:00  3.600   198.0   219.0
2017.08.15 (227) 09:50:00  3.900   205.0   224.0
2017.08.15 (227) 09:55:00  3.900   228.0   231.0
2017.08.15 (227) 10:00:00  3.900   221.0   228.0
2017.08.15 (227) 10:05:00  3.900   212.0   226.0
2017.08.15 (227) 10:10:00  3.900   217.0   217.0
2017.08.15 (227) 10:15:00  4.100   221.0   226.0
2017.08.15 (227) 10:20:00  4.100   224.0   228.0
2017.08.15 (227) 10:25:00  4.200   221.0   221.0
2017.08.15 (227) 10:30:00  4.200   214.0   214.0
2017.08.15 (227) 10:35:00  4.200   221.0   224.0
2017.08.15 (227) 10:40:00  4.300   233.0   238.0
2017.08.15 (227) 10:45:00  4.400   221.0   236.0
2017.08.15 (227) 10:50:00  4.500   209.0   243.0
2017.08.15 (227) 10:55:00  4.400   214.0   240.0
2017.08.15 (227) 11:00:00  4.800   238.0   245.0
2017.08.15 (227) 11:05:00  4.400   207.0   240.0
2017.08.15 (227) 11:10:00  4.100   212.0   224.0
2017.08.15 (227) 11:15:00  4.600   209.0   250.0
2017.08.15 (227) 11:20:00  4.600   202.0   255.0
2017.08.15 (227) 11:25:00  4.800   219.0   255.0
2017.08.15 (227) 11:30:00  4.800   202.0   252.0
2017.08.15 (227) 11:35:00  4.700   209.0   245.0
2017.08.15 (227) 11:40:00  4.700   202.0   245.0
2017.08.15 (227) 11:45:00  NaN     NaN     NaN  
2017.08.15 (227) 11:50:00  4.800   207.0   247.0
2017.08.15 (227) 11:55:00  4.600   221.0   236.0
2017.08.15 (227) 12:00:00  NaN     NaN     NaN  
2017.08.15 (227) 12:05:00  4.600   188.0   238.0
2017.08.15 (227) 12:10:00  NaN     NaN     NaN  
2017.08.15 (227) 12:15:00  NaN     NaN     NaN  
2017.08.15 (227) 12:20:00  4.200   195.0   202.0
2017.08.15 (227) 12:25:00  4.200   179.0   183.0
2017.08.15 (227) 12:30:00  4.300   188.0   193.0
2017.08.15 (227) 12:35:00  4.300   186.0   186.0
2017.08.15 (227) 12:40:00  4.300   186.0   191.0
2017.08.15 (227) 12:45:00  4.200   191.0   193.0
2017.08.15 (227) 12:50:00  4.100   188.0   186.0
2017.08.15 (227) 12:55:00  4.100   191.0   191.0
2017.08.15 (227) 13:00:00  4.800   193.0   255.0
2017.08.15 (227) 13:05:00  NaN     NaN     NaN  
2017.08.15 (227) 13:10:00  5.000   191.0   283.0
2017.08.15 (227) 13:15:00  5.100   191.0   428.0
2017.08.15 (227) 13:20:00  5.100   186.0   385.0
2017.08.15 (227) 13:25:00  5.200   181.0   354.0
2017.08.15 (227) 13:30:00  5.200   207.0   437.0
2017.08.15 (227) 13:35:00  5.300   224.0   416.0
2017.08.15 (227) 13:40:00  5.300   219.0   340.0
2017.08.15 (227) 13:45:00  5.200   209.0   437.0
2017.08.15 (227) 13:50:00  5.200   209.0   395.0
2017.08.15 (227) 13:55:00  5.200   202.0   397.0
2017.08.15 (227) 14:00:00  5.300   NaN     411.0
2017.08.15 (227) 14:05:00  5.400   207.0   402.0
2017.08.15 (227) 14:10:00  5.600   NaN     399.0
2017.08.15 (227) 14:15:00  5.900   373.0   376.0
2017.08.15 (227) 14:20:00  5.900   345.0   347.0
2017.08.15 (227) 14:25:00  6.300   321.0   323.0
2017.08.15 (227) 14:30:00  6.400   323.0   328.0
2017.08.15 (227) 14:35:00  6.500   326.0   323.0
2017.08.15 (227) 14:40:00  6.700   319.0   321.0
2017.08.15 (227) 14:45:00  6.800   312.0   312.0
2017.08.15 (227) 14:50:00  7.000   312.0   314.0
2017.08.15 (227) 14:55:00  7.100   312.0   309.0
2017.08.15 (227) 15:00:00  7.500   304.0   309.0
2017.08.15 (227) 15:05:00  7.700   302.0   304.0
2017.08.15 (227) 15:10:00  8.000   300.0   302.0
2017.08.15 (227) 15:15:00  8.200   293.0   295.0
2017.08.15 (227) 15:20:00  NaN     NaN     NaN  
2017.08.15 (227) 15:25:00  8.500   266.0   271.0
2017.08.15 (227) 15:30:00  8.500   269.0   271.0
2017.08.15 (227) 15:35:00  8.500   266.0   269.0
2017.08.15 (227) 15:40:00  8.300   266.0   266.0
2017.08.15 (227) 15:45:00  8.000   259.0   262.0
2017.08.15 (227) 15:50:00  7.700   259.0   262.0
2017.08.15 (227) 15:55:00  7.600   271.0   274.0
2017.08.15 (227) 16:00:00  7.600   269.0   293.0
2017.08.15 (227) 16:05:00  7.900   290.0   288.0
2017.08.15 (227) 16:10:00  8.300   290.0   293.0
2017.08.15 (227) 16:15:00  8.500   283.0   285.0
2017.08.15 (227) 16:20:00  8.100   271.0   271.0
2017.08.15 (227) 16:25:00  8.000   259.0   259.0
2017.08.15 (227) 16:30:00  7.900   252.0   250.0
2017.08.15 (227) 16:35:00  7.600   262.0   262.0
2017.08.15 (227) 16:40:00  7.100   266.0   269.0
2017.08.15 (227) 16:45:00  7.000   262.0   269.0
2017.08.15 (227) 16:50:00  6.900   269.0   276.0
2017.08.15 (227) 16:55:00  6.900   281.0   300.0
2017.08.15 (227) 17:00:00  6.700   271.0   297.0
2017.08.15 (227) 17:05:00  6.900   297.0   307.0
2017.08.15 (227) 17:10:00  6.900   283.0   309.0
2017.08.15 (227) 17:15:00  6.900   293.0   288.0
2017.08.15 (227) 17:20:00  7.100   285.0   293.0
2017.08.15 (227) 17:25:00  7.300   288.0   288.0
2017.08.15 (227) 17:30:00  7.200   269.0   290.0
2017.08.15 (227) 17:35:00  7.400   255.0   285.0
2017.08.15 (227) 17:40:00  7.300   278.0   283.0
2017.08.15 (227) 17:45:00  7.500   255.0   283.0
2017.08.15 (227) 17:50:00  7.400   233.0   264.0
2017.08.15 (227) 17:55:00  7.300   243.0   269.0
2017.08.15 (227) 18:00:00  6.900   236.0   262.0
2017.08.15 (227) 18:05:00  6.800   217.0   262.0
2017.08.15 (227) 18:10:00  6.800   214.0   293.0
2017.08.15 (227) 18:15:00  6.700   264.0   281.0
2017.08.15 (227) 18:20:00  6.700   278.0   281.0
2017.08.15 (227) 18:25:00  6.800   276.0   276.0
2017.08.15 (227) 18:30:00  6.800   219.0   283.0
2017.08.15 (227) 18:35:00  6.800   238.0   269.0
2017.08.15 (227) 18:40:00  6.700   245.0   262.0
2017.08.15 (227) 18:45:00  6.500   264.0   264.0
2017.08.15 (227) 18:50:00  6.300   245.0   250.0
2017.08.15 (227) 18:55:00  6.200   252.0   264.0
2017.08.15 (227) 19:00:00  6.500   252.0   281.0
2017.08.15 (227) 19:05:00  6.500   259.0   285.0
2017.08.15 (227) 19:10:00  6.600   250.0   276.0
2017.08.15 (227) 19:15:00  6.700   262.0   266.0
2017.08.15 (227) 19:20:00  6.800   259.0   262.0
2017.08.15 (227) 19:25:00  6.800   252.0   255.0
2017.08.15 (227) 19:30:00  6.600   228.0   240.0
2017.08.15 (227) 19:35:00  6.500   226.0   243.0
2017.08.15 (227) 19:40:00  6.400   226.0   247.0
2017.08.15 (227) 19:45:00  6.500   233.0   255.0
2017.08.15 (227) 19:50:00  6.400   238.0   236.0
2017.08.15 (227) 19:55:00  6.300   226.0   226.0
2017.08.15 (227) 20:00:00  6.300   212.0   224.0
2017.08.15 (227) 20:05:00  5.700   209.0   219.0
2017.08.15 (227) 20:10:00  5.100   202.0   214.0
2017.08.15 (227) 20:15:00  5.100   209.0   226.0
2017.08.15 (227) 20:20:00  4.900   200.0   228.0
2017.08.15 (227) 20:25:00  4.700   205.0   226.0
2017.08.15 (227) 20:30:00  4.400   209.0   224.0
2017.08.15 (227) 20:35:00  4.400   209.0   226.0
2017.08.15 (227) 20:40:00  4.300   207.0   228.0
2017.08.15 (227) 20:45:00  4.200   209.0   231.0
2017.08.15 (227) 20:50:00  4.300   212.0   247.0
2017.08.15 (227) 20:55:00  4.200   219.0   247.0
2017.08.15 (227) 21:00:00  4.100   214.0   240.0
2017.08.15 (227) 21:05:00  4.000   205.0   226.0
2017.08.15 (227) 21:10:00  3.800   200.0   228.0
2017.08.15 (227) 21:15:00  3.600   202.0   240.0
2017.08.15 (227) 21:20:00  3.500   209.0   243.0
2017.08.15 (227) 21:25:00  3.700   224.0   274.0
2017.08.15 (227) 21:30:00  3.600   219.0   252.0
2017.08.15 (227) 21:35:00  3.700   224.0   257.0
2017.08.15 (227) 21:40:00  3.800   221.0   236.0
2017.08.15 (227) 21:45:00  3.700   212.0   233.0
2017.08.15 (227) 21:50:00  3.900   202.0   233.0
2017.08.15 (227) 21:55:00  3.600   209.0   231.0
2017.08.15 (227) 22:00:00  3.500   200.0   238.0
2017.08.15 (227) 22:05:00  3.500   202.0   243.0
2017.08.15 (227) 22:10:00  3.200   207.0   228.0
2017.08.15 (227) 22:15:00  3.200   212.0   228.0
2017.08.15 (227) 22:20:00  3.100   214.0   224.0
2017.08.15 (227) 22:25:00  3.200   212.0   233.0
2017.08.15 (227) 22:30:00  3.100   212.0   226.0
2017.08.15 (227) 22:35:00  2.900   207.0   231.0
2017.08.15 (227) 22:40:00  2.700   214.0   219.0
2017.08.15 (227) 22:45:00  2.600   207.0   209.0
2017.08.15 (227) 22:50:00  2.600   205.0   209.0
2017.08.15 (227) 22:55:00  2.400   200.0   200.0
2017.08.15 (227) 23:00:00  2.400   224.0   238.0
2017.08.15 (227) 23:05:00  2.500   250.0   290.0
2017.08.15 (227) 23:10:00  2.300   243.0   240.0
2017.08.15 (227) 23:15:00  2.200   226.0   226.0
2017.08.15 (227) 23:20:00  2.000   209.0   217.0
2017.08.15 (227) 23:25:00  1.900   207.0   212.0
2017.08.15 (227) 23:30:00  NaN     NaN     NaN  
2017.08.15 (227) 23:35:00  NaN     NaN     NaN  
2017.08.15 (227) 23:40:00  NaN     NaN     NaN  
2017.08.15 (227) 23:45:00  2.100   335.0   345.0
2017.08.15 (227) 23:50:00  2.100   345.0   345.0
2017.08.15 (227) 23:55:00  2.200   331.0   331.0
