yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.09 (221) 08:35:00  NaN     NaN     NaN  
2017.08.09 (221) 08:40:00  NaN     NaN     NaN  
2017.08.09 (221) 08:45:00  NaN     NaN     NaN  
2017.08.09 (221) 08:50:00  NaN     NaN     NaN  
2017.08.09 (221) 08:55:00  NaN     NaN     NaN  
2017.08.09 (221) 09:00:00  NaN     NaN     NaN  
2017.08.09 (221) 09:05:00  NaN     NaN     NaN  
2017.08.09 (221) 09:10:00  NaN     NaN     NaN  
2017.08.09 (221) 09:15:00  NaN     NaN     NaN  
2017.08.09 (221) 09:20:00  NaN     NaN     NaN  
2017.08.09 (221) 09:25:00  2.700   233.0   260.0
2017.08.09 (221) 09:30:00  2.900   231.0   251.0
2017.08.09 (221) 09:35:00  3.100   227.0   247.0
2017.08.09 (221) 09:40:00  3.300   222.0   242.0
2017.08.09 (221) 09:45:00  3.500   222.0   238.0
2017.08.09 (221) 09:50:00  3.700   219.0   239.0
2017.08.09 (221) 09:55:00  3.900   218.0   233.0
2017.08.09 (221) 10:00:00  3.900   219.0   234.0
2017.08.09 (221) 10:05:00  4.000   219.0   234.0
2017.08.09 (221) 10:10:00  4.100   216.0   234.0
2017.08.09 (221) 10:15:00  4.200   219.0   236.0
2017.08.09 (221) 10:20:00  4.300   222.0   241.0
2017.08.09 (221) 10:25:00  4.300   221.0   241.0
2017.08.09 (221) 10:30:00  4.600   219.0   247.0
2017.08.09 (221) 10:35:00  4.800   222.0   244.0
2017.08.09 (221) 10:40:00  4.800   225.0   234.0
2017.08.09 (221) 10:45:00  4.900   218.0   239.0
2017.08.09 (221) 10:50:00  4.900   219.0   241.0
2017.08.09 (221) 10:55:00  5.100   222.0   247.0
2017.08.09 (221) 11:00:00  5.100   225.0   244.0
2017.08.09 (221) 11:05:00  5.200   228.0   247.0
2017.08.09 (221) 11:10:00  5.200   219.0   241.0
2017.08.09 (221) 11:15:00  5.100   222.0   238.0
2017.08.09 (221) 11:20:00  5.000   224.0   234.0
2017.08.09 (221) 11:25:00  4.800   215.0   230.0
2017.08.09 (221) 11:30:00  4.800   222.0   236.0
2017.08.09 (221) 11:35:00  4.800   213.0   236.0
2017.08.09 (221) 11:40:00  4.900   210.0   259.0
2017.08.09 (221) 11:45:00  5.000   212.0   256.0
2017.08.09 (221) 11:50:00  5.100   215.0   259.0
2017.08.09 (221) 11:55:00  5.100   212.0   257.0
2017.08.09 (221) 12:00:00  NaN     NaN     NaN  
2017.08.09 (221) 12:05:00  5.100   207.0   257.0
2017.08.09 (221) 12:10:00  5.100   209.0   253.0
2017.08.09 (221) 12:15:00  5.000   204.0   256.0
2017.08.09 (221) 12:20:00  NaN     NaN     NaN  
2017.08.09 (221) 12:25:00  5.000   209.0   257.0
2017.08.09 (221) 12:30:00  5.000   209.0   NaN  
2017.08.09 (221) 12:35:00  NaN     NaN     NaN  
2017.08.09 (221) 12:40:00  5.200   209.0   274.0
2017.08.09 (221) 12:45:00  NaN     NaN     NaN  
2017.08.09 (221) 12:50:00  5.200   210.0   281.0
2017.08.09 (221) 12:55:00  5.100   206.0   275.0
2017.08.09 (221) 13:00:00  5.100   207.0   283.0
2017.08.09 (221) 13:05:00  5.300   209.0   307.0
2017.08.09 (221) 13:10:00  5.300   213.0   313.0
2017.08.09 (221) 13:15:00  5.500   204.0   309.0
2017.08.09 (221) 13:20:00  5.500   203.0   301.0
2017.08.09 (221) 13:25:00  5.700   209.0   288.0
2017.08.09 (221) 13:30:00  5.600   210.0   289.0
2017.08.09 (221) 13:35:00  5.400   210.0   294.0
2017.08.09 (221) 13:40:00  5.600   207.0   288.0
2017.08.09 (221) 13:45:00  5.500   206.0   303.0
2017.08.09 (221) 13:50:00  5.600   207.0   298.0
2017.08.09 (221) 13:55:00  5.700   212.0   294.0
2017.08.09 (221) 14:00:00  5.800   204.0   291.0
2017.08.09 (221) 14:05:00  5.800   207.0   289.0
2017.08.09 (221) 14:10:00  5.900   203.0   283.0
2017.08.09 (221) 14:15:00  6.000   204.0   274.0
2017.08.09 (221) 14:20:00  NaN     NaN     NaN  
2017.08.09 (221) 14:25:00  6.100   209.0   269.0
2017.08.09 (221) 14:30:00  NaN     NaN     NaN  
2017.08.09 (221) 14:35:00  NaN     NaN     NaN  
2017.08.09 (221) 14:40:00  6.500   209.0   266.0
2017.08.09 (221) 14:45:00  NaN     NaN     NaN  
2017.08.09 (221) 14:50:00  6.600   207.0   253.0
2017.08.09 (221) 14:55:00  6.700   210.0   242.0
2017.08.09 (221) 15:00:00  6.300   198.0   248.0
2017.08.09 (221) 15:05:00  6.000   198.0   254.0
2017.08.09 (221) 15:10:00  NaN     NaN     NaN  
2017.08.09 (221) 15:15:00  5.600   209.0   266.0
2017.08.09 (221) 15:20:00  5.500   215.0   257.0
2017.08.09 (221) 15:25:00  5.400   210.0   253.0
2017.08.09 (221) 15:30:00  5.200   206.0   NaN  
2017.08.09 (221) 15:35:00  NaN     NaN     NaN  
2017.08.09 (221) 15:40:00  NaN     NaN     NaN  
2017.08.09 (221) 15:45:00  4.700   189.0   NaN  
2017.08.09 (221) 15:50:00  NaN     NaN     NaN  
2017.08.09 (221) 15:55:00  NaN     NaN     NaN  
2017.08.09 (221) 16:00:00  4.900   189.0   244.0
2017.08.09 (221) 16:05:00  NaN     NaN     NaN  
2017.08.09 (221) 16:10:00  NaN     NaN     NaN  
2017.08.09 (221) 16:15:00  NaN     NaN     NaN  
2017.08.09 (221) 16:20:00  NaN     NaN     NaN  
2017.08.09 (221) 16:25:00  NaN     NaN     NaN  
2017.08.09 (221) 16:30:00  NaN     NaN     NaN  
2017.08.09 (221) 16:35:00  NaN     NaN     NaN  
2017.08.09 (221) 16:40:00  NaN     NaN     NaN  
2017.08.09 (221) 16:45:00  NaN     NaN     NaN  
2017.08.09 (221) 16:50:00  NaN     NaN     NaN  
2017.08.09 (221) 16:55:00  NaN     NaN     NaN  
2017.08.09 (221) 17:00:00  NaN     NaN     NaN  
2017.08.09 (221) 17:05:00  NaN     NaN     NaN  
2017.08.09 (221) 17:10:00  5.500   183.0   309.0
2017.08.09 (221) 17:15:00  5.100   183.0   307.0
2017.08.09 (221) 17:20:00  NaN     NaN     NaN  
2017.08.09 (221) 17:25:00  5.000   178.0   306.0
2017.08.09 (221) 17:30:00  NaN     NaN     NaN  
2017.08.09 (221) 17:35:00  5.100   204.0   321.0
2017.08.09 (221) 17:40:00  5.000   209.0   313.0
2017.08.09 (221) 17:45:00  5.100   201.0   310.0
2017.08.09 (221) 17:50:00  5.300   207.0   NaN  
2017.08.09 (221) 17:55:00  NaN     NaN     NaN  
2017.08.09 (221) 18:00:00  5.300   213.0   331.0
2017.08.09 (221) 18:05:00  5.500   207.0   325.0
2017.08.09 (221) 18:10:00  5.600   204.0   313.0
2017.08.09 (221) 18:15:00  5.600   194.0   306.0
2017.08.09 (221) 18:20:00  5.700   203.0   297.0
2017.08.09 (221) 18:25:00  6.000   210.0   288.0
2017.08.09 (221) 18:30:00  5.900   213.0   285.0
2017.08.09 (221) 18:35:00  6.000   215.0   275.0
2017.08.09 (221) 18:40:00  6.000   209.0   278.0
2017.08.09 (221) 18:45:00  6.000   210.0   271.0
2017.08.09 (221) 18:50:00  6.100   204.0   265.0
2017.08.09 (221) 18:55:00  5.900   207.0   260.0
2017.08.09 (221) 19:00:00  5.700   210.0   265.0
2017.08.09 (221) 19:05:00  5.600   210.0   263.0
2017.08.09 (221) 19:10:00  5.700   206.0   271.0
2017.08.09 (221) 19:15:00  5.800   206.0   274.0
2017.08.09 (221) 19:20:00  5.800   210.0   266.0
2017.08.09 (221) 19:25:00  5.800   209.0   266.0
2017.08.09 (221) 19:30:00  5.700   215.0   257.0
2017.08.09 (221) 19:35:00  5.700   215.0   256.0
2017.08.09 (221) 19:40:00  5.700   215.0   259.0
2017.08.09 (221) 19:45:00  5.800   216.0   260.0
2017.08.09 (221) 19:50:00  5.600   222.0   259.0
2017.08.09 (221) 19:55:00  5.700   221.0   259.0
2017.08.09 (221) 20:00:00  5.700   222.0   259.0
2017.08.09 (221) 20:05:00  5.800   231.0   256.0
2017.08.09 (221) 20:10:00  5.600   228.0   248.0
2017.08.09 (221) 20:15:00  5.600   228.0   248.0
2017.08.09 (221) 20:20:00  5.900   227.0   253.0
2017.08.09 (221) 20:25:00  6.100   231.0   257.0
2017.08.09 (221) 20:30:00  6.000   230.0   245.0
2017.08.09 (221) 20:35:00  6.100   224.0   250.0
2017.08.09 (221) 20:40:00  6.000   227.0   242.0
2017.08.09 (221) 20:45:00  6.000   219.0   241.0
2017.08.09 (221) 20:50:00  5.900   219.0   241.0
2017.08.09 (221) 20:55:00  5.800   216.0   238.0
2017.08.09 (221) 21:00:00  5.600   215.0   236.0
2017.08.09 (221) 21:05:00  5.600   210.0   238.0
2017.08.09 (221) 21:10:00  5.500   216.0   238.0
2017.08.09 (221) 21:15:00  5.400   218.0   238.0
2017.08.09 (221) 21:20:00  5.300   212.0   234.0
2017.08.09 (221) 21:25:00  5.100   210.0   231.0
2017.08.09 (221) 21:30:00  5.000   210.0   227.0
2017.08.09 (221) 21:35:00  4.900   206.0   230.0
2017.08.09 (221) 21:40:00  4.800   204.0   230.0
2017.08.09 (221) 21:45:00  4.200   203.0   219.0
2017.08.09 (221) 21:50:00  4.000   207.0   228.0
2017.08.09 (221) 21:55:00  3.800   207.0   230.0
2017.08.09 (221) 22:00:00  3.600   210.0   228.0
2017.08.09 (221) 22:05:00  3.400   215.0   233.0
2017.08.09 (221) 22:10:00  3.300   213.0   231.0
2017.08.09 (221) 22:15:00  3.200   215.0   230.0
2017.08.09 (221) 22:20:00  3.100   215.0   231.0
2017.08.09 (221) 22:25:00  NaN     NaN     NaN  
2017.08.09 (221) 22:30:00  NaN     NaN     NaN  
2017.08.09 (221) 22:35:00  NaN     NaN     NaN  
2017.08.09 (221) 22:40:00  NaN     NaN     NaN  
2017.08.09 (221) 22:45:00  NaN     NaN     NaN  
2017.08.09 (221) 22:50:00  NaN     NaN     NaN  
2017.08.09 (221) 22:55:00  NaN     NaN     NaN  
2017.08.09 (221) 23:00:00  NaN     NaN     NaN  
2017.08.09 (221) 23:05:00  NaN     NaN     NaN  
2017.08.09 (221) 23:10:00  NaN     NaN     NaN  
2017.08.09 (221) 23:15:00  NaN     NaN     NaN  
2017.08.09 (221) 23:20:00  NaN     NaN     NaN  
2017.08.09 (221) 23:25:00  NaN     NaN     NaN  
2017.08.09 (221) 23:30:00  NaN     NaN     NaN  
2017.08.09 (221) 23:35:00  NaN     NaN     NaN  
2017.08.09 (221) 23:40:00  NaN     NaN     NaN  
2017.08.09 (221) 23:45:00  NaN     NaN     NaN  
2017.08.09 (221) 23:50:00  NaN     NaN     NaN  
2017.08.09 (221) 23:55:00  NaN     NaN     NaN  
