yyyy.MM.dd (DDD) HH:mm:ss   foF2    h'F    hpF2
2017.08.09 (221) 08:35:00  NaN     NaN     NaN  
2017.08.09 (221) 08:40:00  NaN     NaN     NaN  
2017.08.09 (221) 08:45:00  NaN     NaN     NaN  
2017.08.09 (221) 08:50:00  NaN     NaN     NaN  
2017.08.09 (221) 08:55:00  NaN     NaN     NaN  
2017.08.09 (221) 09:00:00  NaN     342.0   NaN  
2017.08.09 (221) 09:05:00  NaN     308.0   NaN  
2017.08.09 (221) 09:10:00  2.100   283.0   282.0
2017.08.09 (221) 09:15:00  2.200   265.0   277.0
2017.08.09 (221) 09:20:00  2.400   254.0   264.0
2017.08.09 (221) 09:25:00  2.700   241.0   257.0
2017.08.09 (221) 09:30:00  2.900   234.0   251.0
2017.08.09 (221) 09:35:00  3.100   228.0   241.0
2017.08.09 (221) 09:40:00  3.300   225.0   237.0
2017.08.09 (221) 09:45:00  3.500   221.0   233.0
2017.08.09 (221) 09:50:00  3.700   224.0   234.0
2017.08.09 (221) 09:55:00  3.800   216.0   228.0
2017.08.09 (221) 10:00:00  3.900   222.0   231.0
2017.08.09 (221) 10:05:00  4.000   218.0   230.0
2017.08.09 (221) 10:10:00  4.100   221.0   237.0
2017.08.09 (221) 10:15:00  4.200   163.0   234.0
2017.08.09 (221) 10:20:00  4.300   167.0   237.0
2017.08.09 (221) 10:25:00  4.300   161.0   241.0
2017.08.09 (221) 10:30:00  4.600   169.0   248.0
2017.08.09 (221) 10:35:00  4.800   169.0   241.0
2017.08.09 (221) 10:40:00  4.800   161.0   233.0
2017.08.09 (221) 10:45:00  4.800   158.0   242.0
2017.08.09 (221) 10:50:00  4.900   159.0   241.0
2017.08.09 (221) 10:55:00  4.900   158.0   242.0
2017.08.09 (221) 11:00:00  5.000   161.0   242.0
2017.08.09 (221) 11:05:00  5.200   164.0   242.0
2017.08.09 (221) 11:10:00  5.200   164.0   242.0
2017.08.09 (221) 11:15:00  5.200   167.0   237.0
2017.08.09 (221) 11:20:00  5.000   169.0   237.0
2017.08.09 (221) 11:25:00  4.800   170.0   233.0
2017.08.09 (221) 11:30:00  4.700   159.0   241.0
2017.08.09 (221) 11:35:00  4.800   159.0   237.0
2017.08.09 (221) 11:40:00  4.900   169.0   254.0
2017.08.09 (221) 11:45:00  4.900   161.0   256.0
2017.08.09 (221) 11:50:00  5.200   161.0   256.0
2017.08.09 (221) 11:55:00  5.000   161.0   251.0
2017.08.09 (221) 12:00:00  5.100   164.0   250.0
2017.08.09 (221) 12:05:00  5.000   175.0   244.0
2017.08.09 (221) 12:10:00  5.000   170.0   256.0
2017.08.09 (221) 12:15:00  4.900   164.0   262.0
2017.08.09 (221) 12:20:00  4.800   172.0   231.0
2017.08.09 (221) 12:25:00  4.700   175.0   225.0
2017.08.09 (221) 12:30:00  4.600   170.0   225.0
2017.08.09 (221) 12:35:00  5.100   167.0   285.0
2017.08.09 (221) 12:40:00  5.100   167.0   259.0
2017.08.09 (221) 12:45:00  5.200   155.0   265.0
2017.08.09 (221) 12:50:00  5.200   163.0   288.0
2017.08.09 (221) 12:55:00  5.300   155.0   277.0
2017.08.09 (221) 13:00:00  5.000   152.0   244.0
2017.08.09 (221) 13:05:00  5.400   218.0   312.0
2017.08.09 (221) 13:10:00  5.300   152.0   329.0
2017.08.09 (221) 13:15:00  5.600   153.0   309.0
2017.08.09 (221) 13:20:00  5.600   147.0   293.0
2017.08.09 (221) 13:25:00  5.700   150.0   283.0
2017.08.09 (221) 13:30:00  5.500   146.0   277.0
2017.08.09 (221) 13:35:00  5.400   207.0   288.0
2017.08.09 (221) 13:40:00  5.500   199.0   286.0
2017.08.09 (221) 13:45:00  5.500   202.0   299.0
2017.08.09 (221) 13:50:00  5.600   208.0   291.0
2017.08.09 (221) 13:55:00  5.600   208.0   293.0
2017.08.09 (221) 14:00:00  5.800   208.0   282.0
2017.08.09 (221) 14:05:00  5.700   208.0   280.0
2017.08.09 (221) 14:10:00  5.800   204.0   273.0
2017.08.09 (221) 14:15:00  5.900   198.0   274.0
2017.08.09 (221) 14:20:00  6.300   202.0   274.0
2017.08.09 (221) 14:25:00  6.500   198.0   274.0
2017.08.09 (221) 14:30:00  6.400   208.0   268.0
2017.08.09 (221) 14:35:00  6.300   204.0   270.0
2017.08.09 (221) 14:40:00  6.300   219.0   259.0
2017.08.09 (221) 14:45:00  6.400   215.0   251.0
2017.08.09 (221) 14:50:00  6.500   207.0   251.0
2017.08.09 (221) 14:55:00  6.500   193.0   247.0
2017.08.09 (221) 15:00:00  6.300   190.0   248.0
2017.08.09 (221) 15:05:00  5.700   193.0   260.0
2017.08.09 (221) 15:10:00  5.600   198.0   267.0
2017.08.09 (221) 15:15:00  5.600   207.0   260.0
2017.08.09 (221) 15:20:00  5.400   210.0   257.0
2017.08.09 (221) 15:25:00  5.500   189.0   254.0
2017.08.09 (221) 15:30:00  5.400   199.0   264.0
2017.08.09 (221) 15:35:00  5.200   195.0   256.0
2017.08.09 (221) 15:40:00  5.200   192.0   242.0
2017.08.09 (221) 15:45:00  4.700   182.0   207.0
2017.08.09 (221) 15:50:00  4.700   187.0   205.0
2017.08.09 (221) 15:55:00  4.900   189.0   204.0
2017.08.09 (221) 16:00:00  5.000   178.0   216.0
2017.08.09 (221) 16:05:00  4.800   182.0   199.0
2017.08.09 (221) 16:10:00  4.800   181.0   202.0
2017.08.09 (221) 16:15:00  4.800   179.0   196.0
2017.08.09 (221) 16:20:00  4.700   179.0   195.0
2017.08.09 (221) 16:25:00  4.300   182.0   195.0
2017.08.09 (221) 16:30:00  4.200   187.0   205.0
2017.08.09 (221) 16:35:00  NaN     184.0   NaN  
2017.08.09 (221) 16:40:00  NaN     178.0   NaN  
2017.08.09 (221) 16:45:00  NaN     182.0   NaN  
2017.08.09 (221) 16:50:00  5.100   178.0   360.0
2017.08.09 (221) 16:55:00  4.800   175.0   332.0
2017.08.09 (221) 17:00:00  5.300   185.0   334.0
2017.08.09 (221) 17:05:00  5.200   172.0   328.0
2017.08.09 (221) 17:10:00  5.300   173.0   319.0
2017.08.09 (221) 17:15:00  5.000   173.0   317.0
2017.08.09 (221) 17:20:00  4.800   158.0   316.0
2017.08.09 (221) 17:25:00  5.000   234.0   314.0
2017.08.09 (221) 17:30:00  4.800   230.0   274.0
2017.08.09 (221) 17:35:00  5.400   216.0   326.0
2017.08.09 (221) 17:40:00  5.000   170.0   303.0
2017.08.09 (221) 17:45:00  4.800   164.0   293.0
2017.08.09 (221) 17:50:00  5.300   155.0   380.0
2017.08.09 (221) 17:55:00  5.300   155.0   361.0
2017.08.09 (221) 18:00:00  5.400   156.0   340.0
2017.08.09 (221) 18:05:00  5.300   167.0   317.0
2017.08.09 (221) 18:10:00  5.600   161.0   311.0
2017.08.09 (221) 18:15:00  5.700   158.0   303.0
2017.08.09 (221) 18:20:00  5.800   152.0   297.0
2017.08.09 (221) 18:25:00  5.900   150.0   293.0
2017.08.09 (221) 18:30:00  5.900   152.0   288.0
2017.08.09 (221) 18:35:00  6.000   155.0   273.0
2017.08.09 (221) 18:40:00  5.900   144.0   274.0
2017.08.09 (221) 18:45:00  6.000   152.0   270.0
2017.08.09 (221) 18:50:00  6.200   149.0   262.0
2017.08.09 (221) 18:55:00  5.600   146.0   254.0
2017.08.09 (221) 19:00:00  5.700   149.0   265.0
2017.08.09 (221) 19:05:00  5.600   149.0   262.0
2017.08.09 (221) 19:10:00  5.600   147.0   267.0
2017.08.09 (221) 19:15:00  5.700   150.0   267.0
2017.08.09 (221) 19:20:00  5.600   163.0   257.0
2017.08.09 (221) 19:25:00  5.600   158.0   257.0
2017.08.09 (221) 19:30:00  5.700   231.0   257.0
2017.08.09 (221) 19:35:00  5.700   236.0   253.0
2017.08.09 (221) 19:40:00  5.600   218.0   244.0
2017.08.09 (221) 19:45:00  5.800   230.0   254.0
2017.08.09 (221) 19:50:00  5.600   237.0   254.0
2017.08.09 (221) 19:55:00  5.700   228.0   251.0
2017.08.09 (221) 20:00:00  5.700   233.0   250.0
2017.08.09 (221) 20:05:00  5.600   242.0   250.0
2017.08.09 (221) 20:10:00  5.800   245.0   251.0
2017.08.09 (221) 20:15:00  5.600   242.0   248.0
2017.08.09 (221) 20:20:00  5.600   234.0   244.0
2017.08.09 (221) 20:25:00  5.900   231.0   247.0
2017.08.09 (221) 20:30:00  6.000   236.0   244.0
2017.08.09 (221) 20:35:00  6.000   228.0   245.0
2017.08.09 (221) 20:40:00  6.000   227.0   239.0
2017.08.09 (221) 20:45:00  5.900   219.0   230.0
2017.08.09 (221) 20:50:00  5.900   219.0   236.0
2017.08.09 (221) 20:55:00  5.600   213.0   234.0
2017.08.09 (221) 21:00:00  5.600   216.0   234.0
2017.08.09 (221) 21:05:00  5.500   213.0   234.0
2017.08.09 (221) 21:10:00  5.400   218.0   230.0
2017.08.09 (221) 21:15:00  5.200   213.0   230.0
2017.08.09 (221) 21:20:00  5.200   213.0   222.0
2017.08.09 (221) 21:25:00  5.100   210.0   225.0
2017.08.09 (221) 21:30:00  4.800   213.0   222.0
2017.08.09 (221) 21:35:00  4.700   204.0   224.0
2017.08.09 (221) 21:40:00  4.300   204.0   218.0
2017.08.09 (221) 21:45:00  4.200   204.0   218.0
2017.08.09 (221) 21:50:00  4.000   204.0   222.0
2017.08.09 (221) 21:55:00  3.800   213.0   224.0
2017.08.09 (221) 22:00:00  3.600   221.0   225.0
2017.08.09 (221) 22:05:00  3.300   219.0   221.0
2017.08.09 (221) 22:10:00  3.300   210.0   219.0
2017.08.09 (221) 22:15:00  3.200   221.0   233.0
2017.08.09 (221) 22:20:00  3.100   219.0   222.0
2017.08.09 (221) 22:25:00  3.800   224.0   225.0
2017.08.09 (221) 22:30:00  4.000   219.0   222.0
2017.08.09 (221) 22:35:00  4.000   219.0   222.0
2017.08.09 (221) 22:40:00  4.000   218.0   222.0
2017.08.09 (221) 22:45:00  4.100   218.0   221.0
2017.08.09 (221) 22:50:00  4.400   219.0   219.0
2017.08.09 (221) 22:55:00  4.400   218.0   218.0
2017.08.09 (221) 23:00:00  4.200   215.0   216.0
2017.08.09 (221) 23:05:00  4.000   218.0   228.0
2017.08.09 (221) 23:10:00  4.000   218.0   225.0
2017.08.09 (221) 23:15:00  4.000   216.0   225.0
2017.08.09 (221) 23:20:00  4.300   216.0   218.0
2017.08.09 (221) 23:25:00  4.200   215.0   213.0
2017.08.09 (221) 23:30:00  4.700   213.0   234.0
2017.08.09 (221) 23:35:00  2.400   254.0   297.0
2017.08.09 (221) 23:40:00  2.300   262.0   296.0
2017.08.09 (221) 23:45:00  NaN     267.0   NaN  
2017.08.09 (221) 23:50:00  2.400   271.0   277.0
2017.08.09 (221) 23:55:00  2.500   250.0   274.0
